Metabolites	1.27_221.1507m/z	1.27_265.1773m/z	1.34_235.1659m/z	1.37_116.1073m/z	1.38_156.0768m/z	1.39_203.1395m/z	1.46_178.1077m/z	1.50_259.1293m/z	1.50_277.1399m/z	1.51_131.0332m/z	1.53_192.1231m/z	1.55_217.1550m/z	1.56_157.0106m/z	1.58_160.0976m/z	1.58_202.0717m/z	1.60_162.1132m/z	1.61_160.0610m/z	1.61_200.0684m/z	1.61_229.1563m/z	1.62_134.0271m/z	1.64_176.1286m/z	1.64_190.0718m/z	1.64_332.0958m/z	1.64_348.0699m/z	1.68_291.0490m/z	1.69_381.0799m/z	1.71_144.0478m/z	Valyllysine	N-Methylhydantoin	1.75_174.0640n	1.80_225.1244m/z	1.81_141.0670m/z	1.81_201.0877m/z	1.82_111.0558m/z	1.82_307.1017m/z	1.83_276.1194m/z	1.88_229.1297m/z	1.93_114.0668m/z	1.93_137.0232m/z	10.02_272.2580m/z	10.04_493.3052m/z	10.08_165.0698m/z	10.09_177.1253m/z	10.20_502.3280m/z	10.21_179.0955n	10.21_619.3443m/z	10.24_593.3337m/z	10.26_303.1701m/z	10.27_309.2555m/z	10.27_413.2643m/z	10.28_591.3152m/z	10.29_615.3142m/z	10.31_172.1698m/z	10.32_316.3201m/z	10.37_277.2168m/z	10.37_389.2668m/z	10.42_97.1017m/z	10.45_279.2306m/z	10.51_751.5749m/z	10.54_195.1362m/z	10.57_177.1257m/z	10.57_189.1634m/z	10.58_559.2622m/z	10.59_357.2782m/z	10.68_201.1630m/z	10.71_390.2756n	10.72_153.0686m/z	10.72_309.2565m/z	10.81_279.2320m/z	10.93_279.2312m/z	10.94_209.1902m/z	11.13_177.1252m/z	11.20_375.2896m/z	11.21_281.2465m/z	11.22_201.1637m/z	11.23_189.1634m/z	11.37_808.5794m/z	11.38_219.1746m/z	11.38_91.0547m/z	11.40_149.0605m/z	11.40_177.1272m/z	11.40_189.1636m/z	11.40_375.2877m/z	11.41_103.0542m/z	11.43_159.1169m/z	11.45_337.2511m/z	11.47_408.3096m/z	11.52_295.2264m/z	11.70_317.2086m/z	11.76_191.1777m/z	11.84_329.2450m/z	11.86_183.1740m/z	11.93_327.0789m/z	11.96_235.2064m/z	12.06_155.0474m/z	12.07_267.1718m/z	12.08_191.1772m/z	12.08_212.1135m/z	12.20_237.2208m/z	12.21_345.2428m/z	12.23_253.2158m/z	12.23_277.2158m/z	12.37_295.2246m/z	12.41_321.2403m/z	12.46_203.1786m/z	12.50_359.2928m/z	12.51_235.2047m/z	12.54_219.1745m/z	12.65_207.0318m/z	12.74_149.0240m/z	12.74_451.1558m/z	12.77_205.0862m/z	12.78_279.2303m/z	12.79_297.2412m/z	12.85_219.1741m/z	12.94_327.2006m/z	12.94_359.2934m/z	12.98_111.0810m/z	12.99_109.1018m/z	12.99_111.1174m/z	12.99_129.0914m/z	12.99_153.1276m/z	12.99_156.1151n	12.99_198.1620n	12.99_282.2565n	13.00_205.1947m/z	13.00_225.2207m/z	13.01_97.1017m/z	13.19_111.0208m/z	13.19_141.1281m/z	13.20_111.1173m/z	13.21_281.2473m/z	13.43_283.1756m/z	PI(18:0/20:4(5Z,8Z,11Z,14Z))	13.57_180.1026m/z	13.62_301.1546m/z	13.64_207.0313m/z	13.64_429.2410m/z	13.74_834.6040m/z	13.82_265.2510m/z	13.89_281.0531m/z	13.92_371.2294m/z	14.12_702.5419m/z	14.13_283.1747m/z	14.19_256.2634m/z	14.19_352.3217m/z	14.30_355.2830m/z	14.55_371.2348m/z	14.58_284.2938m/z	14.65_570.4656m/z	14.99_355.2854m/z	15.13_431.3490m/z	15.27_665.4534m/z	15.37_175.0161m/z	15.51_250.1794m/z	15.60_284.2937m/z	15.68_431.3514m/z	15.89_284.2951m/z	2.01_189.1240m/z	2.01_203.1510m/z	2.04_246.1822m/z	2.06_123.0560m/z	2.06_259.0936m/z	2.07_301.0972m/z	2.10_214.1080m/z	2.10_246.1087m/z	2.16_187.1083m/z	2.18_289.0955m/z	2.23_171.1497m/z	2.24_287.2449m/z	2.36_157.0254m/z	2.38_217.0702m/z	Luteolinidin	2.55_319.2597m/z	2.56_260.1973m/z	2.64_312.0840m/z	2.71_147.0775m/z	2.71_153.0909n	2.72_231.1710m/z	2.72_246.1450m/z	2.86_219.0490m/z	2.88_196.9879m/z	2.90_146.0927m/z	3.08_204.1233m/z	3.11_262.1291m/z	3.14_234.1326m/z	3.18_167.0839m/z	3.19_203.1393m/z	3.39_219.0487m/z	3.39_234.0973m/z	3.72_247.1293m/z	3.77_269.1605m/z	3.82_172.0613m/z	3.85_259.1296m/z	3.88_243.0951m/z	3.90_142.1234m/z	4.00_188.0557m/z	4.01_204.0875m/z	4.14_159.1138m/z	4.15_205.1188m/z	4.16_260.1981m/z	4.21_269.1608m/z	4.24_220.0573m/z	4.24_288.2027m/z	4.29_268.1050m/z	4.40_255.1347m/z	4.42_212.0536m/z	4.49_110.0630m/z	4.51_189.1236m/z	4.58_215.1035m/z	4.87_136.0756m/z	4.89_259.1300m/z	4.91_103.0394m/z	4.91_112.0866m/z	4.91_196.0611m/z	4.91_197.0684n	4.91_345.1713m/z	4.92_229.1556m/z	4.93_134.0447m/z	4.94_168.0659m/z	4.94_183.1135m/z	4.94_373.1654m/z	4.96_180.0659m/z	4.97_261.1444m/z	4.98_281.1523m/z	4.98_295.1646m/z	5.01_194.0818m/z	5.03_133.0608m/z	5.08_218.0484m/z	5.08_243.0941m/z	5.09_184.0612m/z	5.12_180.1387m/z	5.14_215.1387m/z	5.16_147.0771m/z	5.16_174.1491m/z	5.19_369.1719m/z	5.22_199.1444m/z	5.23_160.0764m/z	5.23_217.1549m/z	5.24_205.1224m/z	5.29_168.0296m/z	5.29_201.0870m/z	5.31_134.0454m/z	5.31_607.2505m/z	5.32_144.1383m/z	5.32_241.1561m/z	5.33_169.0974m/z	5.39_218.1268n	5.43_203.1389m/z	5.43_292.1561m/z	5.45_145.0085m/z	5.47_162.0921m/z	5.47_233.1496m/z	5.48_189.1236m/z	5.51_184.0970m/z	5.51_219.1114n	5.51_281.1495m/z	5.52_243.1342m/z	5.52_261.1442m/z	5.52_284.1967m/z	5.57_203.1389m/z	5.59_132.1025m/z	5.59_213.1596m/z	5.63_181.0500m/z	5.65_157.0973m/z	5.65_189.0877m/z	5.65_243.1335m/z	5.65_267.1711m/z	5.66_197.0670m/z	5.66_283.1658m/z	5.67_153.0797n	5.70_146.0274m/z	5.71_116.0711m/z	5.71_229.1544m/z	5.73_121.0654m/z	5.73_137.0604m/z	5.73_231.1700m/z	5.75_201.0868m/z	5.75_596.2533m/z	5.76_215.1028m/z	5.77_162.0558m/z	5.77_207.0539n	5.81_171.1262n	5.82_218.1377m/z	5.84_240.1236m/z	5.86_325.1763m/z	5.89_192.0663m/z	5.90_211.0827m/z	5.92_187.0634n	5.93_231.1701m/z	5.94_295.1645m/z	5.95_118.0656m/z	5.96_199.1439m/z	5.98_101.0713m/z	5.99_138.0555m/z	5.99_142.1228m/z	N-Acetylcadaverine	6.03_265.1537m/z	6.04_156.1020m/z	6.05_263.1396m/z	6.10_161.0483n	6.11_190.0502m/z	6.14_201.1229m/z	6.15_118.0866m/z	6.15_295.1648m/z	6.17_165.0555m/z	6.17_171.1126m/z	6.18_139.0395m/z	6.18_185.1282m/z	6.19_114.0919m/z	6.20_187.1078m/z	6.24_168.1382m/z	6.26_229.1180m/z	6.26_234.1327m/z	6.28_134.0603m/z	6.28_297.1277m/z	6.32_213.1594m/z	6.33_377.1447m/z	6.34_161.0480n	6.34_195.0875m/z	6.36_208.0601m/z	6.36_263.1381m/z	6.36_495.2399m/z	6.37_202.0832m/z	6.40_183.0916m/z	6.41_170.0604m/z	6.45_199.1437m/z	6.47_115.0543m/z	6.48_137.0599m/z	6.48_279.1690m/z	6.52_201.1228m/z	6.52_215.1380m/z	6.53_195.0540n	6.53_265.1172m/z	6.53_97.0653m/z	6.57_185.1279m/z	6.59_171.1123m/z	6.60_147.0779m/z	6.69_105.0337m/z	6.70_279.1690m/z	6.70_77.0388m/z	6.71_472.3034m/z	6.74_79.0546m/z	6.74_93.0702m/z	6.75_213.1586m/z	6.82_182.0811m/z	6.84_164.0704m/z	6.86_160.0757m/z	6.88_131.0496m/z	6.90_192.0660m/z	6.92_174.0550m/z	6.95_125.0234m/z	6.97_126.0914m/z	7.00_123.0809m/z	7.11_303.1692m/z	7.12_136.0757m/z	7.12_148.0759m/z	7.12_164.0701m/z	7.13_151.0494n	7.16_131.0849m/z	7.17_159.1165m/z	7.20_177.1274m/z	7.22_100.0759m/z	7.25_258.1693m/z	7.29_134.0601m/z	7.34_149.0598m/z	7.35_764.4646m/z	7.50_147.0441m/z	7.50_251.0689m/z	7.54_123.0810m/z	7.54_140.1067m/z	7.55_168.1017m/z	7.59_583.2542m/z	7.65_141.0674m/z	7.66_139.0538m/z	7.67_221.1131m/z	7.69_165.0680m/z	7.69_205.0813m/z	7.69_591.3156m/z	7.77_148.0762m/z	7.87_149.0954m/z	7.88_188.0696m/z	7.93_153.1269m/z	8.00_363.1793m/z	8.05_578.2470m/z	8.06_127.0157m/z	8.06_155.0473m/z	8.08_183.0782m/z	8.16_171.1486m/z	8.18_149.0236m/z	8.19_229.0480m/z	8.22_302.2315m/z	8.37_104.1069m/z	8.40_180.1013m/z	8.41_327.1671m/z	8.42_125.0597m/z	8.44_303.1694m/z	8.50_353.2451m/z	8.53_295.2231m/z	8.67_275.1985m/z	8.75_251.1252m/z	8.75_293.1866m/z	8.77_189.0220m/z	8.77_355.2607m/z	8.79_211.1333m/z	8.80_305.2470m/z	8.80_373.2721m/z	8.83_125.0596m/z	8.86_277.2139m/z	8.97_299.1293m/z	8.98_267.1932m/z	8.99_249.1833m/z	9.08_373.2721m/z	9.12_355.2602m/z	9.16_69.0702m/z	9.17_93.0703m/z	9.19_296.2337n	9.22_303.1690m/z	9.22_575.2543m/z	9.24_357.2770m/z	9.26_353.2459m/z	9.29_265.1779m/z	9.45_301.2129m/z	9.49_295.1437m/z	9.53_355.2617m/z	9.55_168.1016m/z	9.59_357.2781m/z	9.70_111.1173m/z	9.70_519.3195m/z	9.71_97.1017m/z	9.75_230.2477m/z	9.82_277.2150m/z	9.85_431.2767m/z	9.86_372.2660n	9.87_834.6043m/z	9.92_207.0321m/z	9.96_377.2301m/z	9.99_158.1543m/z	9.99_399.3255m/z
sample-008	127.0817479	9.703713423	4.560877415	0.614002317	1.551343815	1.193432084	1.672807356	1.591385832	0.492714618	1.543299343	1.106936009	1.509120118	1.880727356	1.571436226	2.159384697	0.633681177	2.118981197	0.686909845	4.56054431	1.167939736	0.954603471	3.035389671	9.486880971	8.873440558	1.107356506	1.169368946	0.927545489	6.114632938	0.806560829	1.780291597	1.854152145	1.797716245	0.919698287	2.651942175	2.466407883	1.495897488	1.672842588	1.417353314	1.467564068	1.281366337	4.067284056	0.304524175	2.5598273	3.809840892	0.320501097	0.10868067	11.17487219	1.57550242	3.39791426	3.902184606	4.413383844	6.043932227	1.443414154	1.840206168	3.062367656	3.047596375	3.303404415	1.771356774	3.099999742	2.657179749	2.58903309	2.985430931	1.535391693	2.443841366	2.776028379	3.091055493	3.239798456	3.20029259	2.090647953	1.989315675	3.01595939	2.440351168	1.240660427	1.507208393	1.855724072	2.011476559	2.66392274	2.741798939	2.824606762	2.272843838	2.42719581	2.934939184	2.867106494	3.163265074	2.906515074	4.363631316	4.597394673	2.297410771	2.121892943	1.856956558	2.511712558	0.374959386	2.333394501	2.484495867	3.489939279	3.99989901	2.60265276	2.422532878	2.062735936	2.573250727	2.405412961	3.441753021	3.325996199	3.714665962	4.302218937	2.596239346	2.282635545	2.323697653	3.082516852	2.255310484	1.707007152	3.705901129	2.294169866	2.344452606	1.74784946	2.604975142	4.069692686	2.481426936	2.291176941	3.686362099	2.161240885	2.108642294	2.978178374	2.421146715	2.13671525	1.875929533	2.740077537	2.064631269	1.679923697	2.01128826	1.827042465	2.514391371	2.152145795	1.13210436	1.311938109	1.634319501	0.353264014	2.120345556	1.956946805	1.506806104	2.466125356	1.87413148	1.752393956	1.693548576	1.950477809	2.536140604	2.02053265	2.095648058	1.657858345	2.001260503	1.851437877	1.473283364	2.120483987	3.406471082	2.68163579	3.877051196	2.453335556	3.116495497	2.815852459	5.731673128	1.023934192	1.851222171	1.521975584	1.966067838	1.410829947	2.328223823	0.900040147	2.093936126	10.17779657	22.43608715	2.257649714	1.787240435	2.689519918	10.42793909	1.47554426	1.129746557	1.379088516	1.211590804	3.416044687	1.097274581	1.144900849	3.594307574	3.304829455	1.011386334	1.511809132	2.322248487	0.81027772	5.473014944	1.728439346	1.568345486	0.408910475	0.621676079	1.089847602	1.278911665	1.700534369	0.368322338	1.159754923	3.043141105	0.607564361	0.812023192	0.842184891	0.763216882	1.964923102	4.210701428	1.93072555	2.687738034	1.833996685	1.537727683	0.614744373	1.00670833	1.773644757	1.198909562	2.743502138	2.873389602	2.209813913	2.771994999	1.791062853	1.753511871	1.493466361	1.699181019	1.619645853	1.950122786	1.936048553	1.257915339	2.103187175	3.515367202	1.499853797	1.410892363	1.787314331	1.51947951	1.705641712	1.502610751	0.893552837	0.991710016	0.282188807	1.824390532	0.795004276	1.178489126	0.616525421	1.710385066	1.095578134	1.668048933	1.595321707	1.888591072	1.984315347	0.796425413	0.643093022	0.842069877	0.838029025	1.699984268	1.980559879	2.22360663	0.524968536	1.051544676	1.653437952	1.32787431	1.366325071	0.701773281	1.18434637	0.9933653	1.180937814	0.78786025	0.782891769	2.015185651	1.442257123	1.593179487	0.720151699	1.584836844	2.455289809	0.478137053	1.525264279	1.355049285	1.339067331	0.612184215	2.227864063	2.381280657	0.640351942	1.373676488	2.227693515	1.555279663	0.919468392	1.177881645	2.241164586	1.964045548	1.254106149	0.455097609	1.460098066	0.461935209	1.219284698	0.515312277	0.536159536	1.15336193	0.65150868	0.308969238	0.620017145	1.209271915	1.155517713	0.668587563	0.475695708	0.78662472	0.847076813	0.784105706	0.704364044	1.287320197	1.187435485	1.196792679	0.671897168	0.9712994	0.780112862	4.991082663	0.990166772	1.875478956	0.883452414	1.128732447	1.376911489	1.783358571	0.544640072	1.784179572	1.183747627	3.365926553	1.117348956	0.996363252	1.343264939	2.095842406	2.371422822	1.855372579	0.502403051	1.729903216	2.621307612	0.885487934	0.683932116	0.901879255	1.681111806	0.555230113	0.0	0.71020539	0.678525293	1.395522418	0.027060782	0.753471776	0.500033933	0.660035927	0.279470122	1.095125242	0.528098322	2.169689774	1.631276458	1.385453139	1.207460606	0.831979562	0.612526732	1.190381766	1.534168983	6.270246683	6.08591452	0.796519142	0.238238368	0.974879912	1.755055801	1.963932801	0.244180496	1.623695619	0.208026847	1.157741726	0.488885354	1.603443595	2.14466653	1.100639027	0.542772745	4.689696518	0.661871776	0.208657679	3.900692986	2.17092183	2.284390805	2.376577398	1.781230863	2.224159079	11.41387535	2.345341386	1.85498403	1.815686673	1.676675905	1.254230503	1.658842282	2.217470399	2.729870059	2.1969088	2.334724705	2.433746555	0.085167515	7.519009524	0.969024463	1.087025884	1.362268204	1.824095075	7.361351813	6.350513401	17.97887751	4.453298062	1.403460889	0.627449707	0.987311467	0.949970566	1.899504618	1.044215911	0.730510424	1.049175606	2.103282777	3.164423633	6.09150469	5.68896905	0.461909687	1.053225796	1.74016915	1.896114309	2.510584903	2.45599397	0.359973121	3.366871523	0.858255133	2.945880146	2.440929088	3.825135317	0.683769575	1.029527591	3.951462983	2.599224106	4.830697636	2.400291302	2.670546517	3.568762688	2.909976995	0.380792973	0.000326342	1.463321513	1.03520212	1.399812534	3.241387415
sample-009	0.0	40.96163331	2.029448616	0.23148158	2.071480204	0.490153725	2.804388895	0.874524415	0.420161133	1.04387014	1.375406162	0.979626449	1.425400578	2.270621514	1.065181087	0.768154744	2.54951773	0.725761505	1.340194921	1.119019603	1.339519675	2.090406839	1.156250681	0.859001201	1.351854726	2.147641427	1.701314078	0.694657572	0.647050979	1.113571116	5.963864179	1.900383793	2.148072053	1.854862177	1.563837172	4.633891726	9.879640492	1.787496119	1.096058034	1.927690987	10.05990577	0.530419018	4.581201311	9.597523344	0.453965843	0.141584316	11.14245139	3.473894235	3.151984517	3.947188326	6.939789281	7.98320146	0.755848408	1.537561471	6.416029066	2.819843178	2.277737481	1.388169077	0.838104439	1.598260013	2.141330673	2.077304538	1.063233796	0.45174029	2.060700753	2.308368405	2.053209627	2.323913408	2.05788519	2.978388092	2.269824628	2.927671224	1.153093915	1.826606516	1.861595521	2.394854179	1.365631637	1.911015805	2.048466714	1.409179538	2.109689009	1.89981348	1.728690132	2.134141456	2.420883896	2.028447224	1.69441088	2.4358059	1.978910208	2.03451261	4.009875736	0.608500426	1.770173408	2.441928631	2.258863069	2.081838853	2.257205548	2.467756772	2.001385193	4.200413537	2.233191043	5.571769891	3.424178558	4.228720294	3.994309676	3.920965156	1.561253594	2.29188633	3.646081003	2.653210543	1.593160747	5.337689413	3.126449833	5.136804817	1.382404493	2.04580266	9.420962693	2.874424503	2.544643605	4.182611422	2.052228064	2.507177585	3.610646884	2.440646744	5.146415283	4.016858671	1.912089233	3.763537047	0.95020151	2.368234137	1.028768264	3.963394714	3.160136656	0.575906921	1.018691539	1.158393389	25.51933317	1.115373053	1.54476918	0.631970282	0.090076746	1.326296955	1.378717747	1.200898471	0.591189168	2.078413189	0.97529002	1.158509022	0.82964067	1.858934978	2.697980929	1.308796138	2.070150097	3.19783137	2.573763059	1.705407759	2.004242155	2.243680981	1.745751321	3.641669742	1.256442355	1.472173805	2.074228014	1.54842578	1.484028565	2.253300627	1.120200675	3.079842481	0.624809362	0.224411337	1.304625638	2.53940701	5.068144222	0.056334964	1.743117803	24.17388458	2.788870438	0.999052735	7.176503684	2.175685393	1.744717131	2.651330213	8.216660053	1.228886432	1.721661804	3.253422683	0.714870657	2.573264952	1.093508106	1.928011463	1.210323783	2.367637682	1.402132813	1.933972708	1.144360287	0.859557465	2.101796991	15.41280154	1.977870646	1.761012203	1.952883836	0.426710289	1.166076034	0.814185882	1.03969227	4.249432875	1.700510971	1.163262004	1.222908327	1.492369071	0.550934632	1.948568034	2.338325492	2.084409559	4.312986369	1.621075604	1.812225681	1.230193941	1.710231865	1.790868535	2.458947103	2.326456472	3.432855829	1.729110965	2.487336588	1.983089129	1.387892664	1.821878777	3.570321319	2.079744372	1.929992075	2.378418513	1.660141006	1.63485735	0.442903477	1.524359462	0.919012427	0.835812343	1.217771915	1.669990147	1.03465225	2.339923063	2.057618479	1.983083	2.555780714	1.81920431	3.777485829	1.563960035	1.434841798	1.376210926	1.187006936	2.284851507	1.423440358	1.994113693	1.864386444	2.272126768	2.016343249	1.785773675	1.683816021	1.760267674	2.633813478	1.941388247	1.286934077	2.813148645	1.728362686	2.073393648	3.672328499	11.80973621	2.415971773	0.685748015	1.797377577	1.98039072	1.676178085	1.184089484	1.764617174	1.919927473	1.456639262	1.283699983	3.324518681	0.82715223	0.532291285	0.780999014	1.213483043	0.886480633	0.539959093	0.260926025	1.620466207	0.373718311	1.489290616	1.465890065	1.245057029	1.595797154	1.055856707	0.8110026	1.160325773	2.567838543	5.663768064	2.563941176	0.707941935	2.13514582	1.971304689	2.269867351	1.29600454	1.546724038	2.190440688	2.67149954	1.054215314	1.174745132	0.979810877	3.398442494	1.746481533	1.973776454	1.845755789	1.242430792	1.05834512	1.155831438	0.801876804	2.082448614	0.309983975	1.074498194	0.57839206	1.541320545	0.766149703	1.391402448	1.028195469	1.99003906	0.798288198	1.615005052	2.075787151	2.400080292	1.115208591	1.414665518	2.438548649	0.813700593	1.422473303	0.775490395	1.034303709	1.590680677	0.01270509	2.816878627	0.078766777	1.288238182	0.222707641	0.555731513	0.692859171	2.436698505	2.095269003	2.209682962	1.414983235	1.098607906	0.411063019	1.28814676	0.834822966	6.892024612	3.651872816	1.098304887	0.318154996	1.485561024	2.146909216	2.276469279	0.350612059	1.78324216	0.100251507	2.42099667	1.167112681	2.085892319	0.147921309	0.971921164	0.716722096	2.015048513	0.325394776	0.228323184	4.589729199	2.894541808	3.032116124	2.621324331	2.416703677	2.877220761	16.36357366	5.332363984	2.258324311	2.785125336	1.763975813	1.847987729	2.757375677	2.031825928	1.883429782	2.300610103	2.111541851	2.246913215	0.065617929	10.01739081	0.836971287	0.321152342	0.560610985	1.108472726	0.954248818	1.460095678	1.497958449	1.648718251	1.85784927	0.148795945	0.128358742	1.285696232	1.998739928	1.610829297	2.930257671	2.278475357	4.969375092	7.087991746	2.435090695	1.813974792	1.655121149	1.699963461	0.633140367	1.594771411	0.307817451	1.387577102	0.134517948	0.490183165	0.296227676	1.537716051	3.932990124	0.625584691	0.644347255	1.718224433	4.358869955	2.632542848	4.85477426	2.556548379	2.621825867	2.939028212	2.43897668	0.314710264	1.31e-05	3.159506118	1.831793229	1.73464922	1.932189764
sample-010	0.327452011	0.080674135	0.398715379	0.018110086	1.318411285	0.209965077	1.10546631	0.460930732	0.279251298	2.094736791	1.172369812	0.77874529	1.689074977	0.448938448	1.223485917	0.406281918	1.50997021	0.702749664	2.420875886	1.319784094	1.001133302	1.59638917	1.234809202	1.511393529	0.838954827	0.879525269	1.092332514	2.653957288	0.526171257	2.729643858	1.735837908	3.000851756	1.327129555	1.350094848	0.553175273	1.087212069	0.787496467	0.543239498	1.164174122	2.836326364	3.381857333	0.625003236	1.131393125	3.532790929	1.966047882	2.155728559	0.123396293	0.859587372	2.077386544	2.549960661	0.792902154	0.325836962	1.312438796	0.0	0.80214819	2.283332479	0.688862095	0.931321428	12.82829075	1.419461423	1.156270932	1.348347198	0.553513892	2.758931938	1.543517847	1.745372208	3.226288045	1.796890602	0.927962535	0.96028342	0.812990107	1.130760255	0.207196178	0.644606024	0.391949242	0.648130202	2.286271989	1.651658083	1.71340332	0.415406285	1.369054537	1.662651576	1.326784989	2.15972107	1.824582524	1.490305163	0.511807586	0.748160222	2.734495392	0.524091533	1.481102337	0.148311045	0.401399314	1.248031085	0.856956047	0.955485654	0.712086542	0.870096912	1.247460822	0.646796104	0.982602883	0.911285537	0.775926755	0.72934152	0.990692119	1.957611107	0.807244909	4.408876307	5.555876003	0.879983918	13.9614135	0.694434687	0.541631298	0.601747443	1.878383407	0.948648626	6.122758631	0.759274361	1.082739247	0.747488178	0.729887002	0.844822288	0.749297249	0.893890593	1.017979275	1.443331801	2.802816824	1.728366755	3.42595078	0.438290433	1.134636673	0.93372078	1.137088145	0.474075992	1.850477327	0.862506902	6.83343599	0.474056557	0.037872813	1.087069741	0.01183985	0.878427396	0.721347326	1.087975009	1.43929241	0.322087779	0.993075817	0.628084375	0.144841706	0.51060603	1.543318281	1.092617185	1.358299059	0.549412364	0.657866222	3.964828272	0.572047797	0.482390863	1.695938095	0.574106096	1.986352259	0.770129827	1.525214321	2.026293789	1.105586114	2.386211128	0.996406595	0.816562416	0.342662469	0.085648155	3.491227721	1.232847212	3.431313323	0.102349451	0.332735803	0.625168569	0.827584445	0.370906116	0.393521615	1.908671083	0.431975734	13.55129964	0.317916989	0.813910883	1.541946252	1.799098003	0.655236082	1.043462209	0.550484312	0.617942002	0.755149013	2.236025992	0.124271621	1.282416798	1.452662352	0.0	0.415506642	0.066862542	2.058894258	1.625306884	0.773410646	0.131486403	0.302721954	0.0	1.221767942	0.547736705	89.90727476	2.390329901	0.259873551	0.283243467	0.908809043	0.592005729	1.153196635	1.00050315	1.336394661	1.208271394	1.179257976	0.567604132	2.720747998	1.325879621	1.086103491	1.11781678	1.232220806	1.522204675	1.313667757	1.770601088	0.904256577	1.449201168	1.548898239	1.165146137	1.365849077	1.033859652	1.706912522	1.095551308	0.853705544	1.184045193	2.172555897	1.191399672	2.236220789	1.143714873	1.630647256	1.397741809	1.459433476	1.1812574	1.323940762	1.568969509	0.832660963	2.174016038	1.661208177	1.696021378	1.715713973	1.291573889	1.700872633	1.870789479	1.093834219	1.484801742	1.226592055	1.951530545	1.457544018	4.205030757	1.084191749	1.870382128	2.368996508	1.467816582	1.210392791	1.435549375	1.33115043	1.599246943	4.503074961	0.313212756	1.667827548	1.813487489	1.986815011	1.703330609	1.142495879	1.356621053	2.390763725	1.423551102	1.313581192	1.038854045	0.175970967	0.318206223	1.583201972	1.161445739	0.891404871	0.339468697	0.827869265	0.64626868	1.817472119	1.47581629	1.040173895	2.416078357	1.682321851	0.935067635	2.000056355	0.958955746	0.022856524	2.074384845	2.56052272	1.717606581	1.160828493	0.626750407	1.648904831	1.510790735	0.823331694	0.570005515	1.954849777	3.564069678	1.853738101	1.092108116	1.623085942	1.515795028	1.614846835	0.537176363	2.735093677	1.592609775	1.758047474	1.377753626	4.136783797	3.800546507	3.909887324	1.37126315	1.593065395	1.761002328	1.92860472	1.548247649	1.83748238	1.381167562	1.205143747	2.207513146	1.775805936	2.260462435	1.67940957	0.744438408	0.237316105	1.825069488	1.813363413	0.814189122	0.031584125	1.112239127	0.212101297	1.123812989	0.601254506	0.679310734	1.553198603	1.846623904	1.14708251	1.824378207	1.150262204	0.785218393	0.190465269	0.832380327	1.968764191	1.40524382	0.988381988	2.640602661	0.215726558	1.955279052	1.349056614	1.324444316	2.82207465	0.707948683	1.134270463	3.965453119	8.731761765	0.897387656	8.884266011	0.650606594	0.453303154	1.003239772	0.448788527	1.119521311	1.151899655	1.780962649	1.580570945	1.309005358	1.754170391	1.661829379	0.160659696	1.383869406	1.124615178	1.355598623	0.754454018	0.796713342	1.480663563	0.747805646	1.08675318	1.05698016	0.81692689	0.358633879	0.591827863	1.238929457	0.0	1.916576146	3.052247893	0.609285738	1.993686593	1.807320076	0.688618826	1.071975486	1.152909096	0.932438225	1.871352341	3.428260211	1.019474976	0.893607772	2.502400611	0.565693765	0.518577537	1.063749231	0.941727214	0.924303244	0.259564846	1.450179599	0.735503328	0.696377496	2.027774895	2.329380541	0.229479083	3.507277514	0.554457673	0.976563109	1.00440345	1.610172213	2.494677481	1.633717189	5.577348431	0.513148216	2.139738732	1.036359553	1.630049009	1.175187229	0.640600425	0.174214548	0.0	12.23094615	1.54493843	0.282697474	0.539136389
