GCMS	1,3-Dihydroxyacetone	1,6-Diaminohexane	2-Aminoadipic_acid	2-Hydroxy-3-methylbutyric_acid	2-hydroxybutyric_acid	2-hydroxyglutaric_acid	2-Hydroxyisocaproic_acid	2-hydroxypyridine	2-ketoisocaproic_acid	3-(3-hydroxyphenyl)propionic_acid	3,4-Dihydroxyhydrocinnamic_acid	3,4-Dihydroxyphenylacetic_Acid	3-Hydroxybutyric_acid	3-indoleacetic_acid	4-Aminobutanoic_acid	4-hydroxyphenylacetic_acid	5-aminovaleric_acid	5-Hydroxyhexanoic_acid_	5-hydroxyindole-3-acetic_acid	6-hydroxynicotinic_acid	adenine	adenosine	Aminomalonic_acid	Azelaic_acid	Benzoic_Acid	Beta-_alanine	Cadaverine	Caffeic_acid	caprylic_acid	Cyclohexanecarboxylic_acid	D-(+)_trehalose	Deoxycholic_Acid	D-Glucose	D-Malic_acid	D-mannitol	D-Ribose	Ethanolamine	fumaric_acid	galacturonic_acid	gentisic_acid	Glutaric_acid	glyceric_acid	glycerol	glycerol_1-phosphate	Glycine	glycolic_acid	Guanine	Heptanoic_acid	hydrocinnamic_acid	Hypoxanthine	inosine	Inositol,_myo	L-(-)-fucose	L-alanine	L-Aspartic_acid	L-Cysteine	L-Glutamic_acid	L-glutamine	L-homoserine	L-isoleucine	L-lactic_acid	L-Leucine	L-Lysine	L-methionine	L-Ornithine	L-Phenylalanine	l-Proline	L-serine	L-threonine	L-tryptophan	L-tyrosine	L-valine	maleic_acid	methyl-beta-D-galactopyranoside	Methylphosphoric_acid	Methylsuccinic_acid	N-acetyl-D-glucosamine	N-acetyl-L-glutamic_acid	Nicotinic_acid	palmitic_acid	pantothenic_acid	p-cresol	Pentanoic_acid	phenyl-beta-glucopyranoside	phosphate	pipecolic_acid	putrescine	Pyruvic_acid	quinic_acid	Rhamnose	spermidine	stearic_acid	Succinic_acid	thymine	trans-4-Hydroxycyclohexanecarboxylic_acid	Tricarballylic_acid	uracil	uric_acid	Xanthine
sample-052	0.769626016	4.234458831	0.0	1.122599122	6.217495665	1.333423404	0.0	1.114773436	3.949447275	0.0	0.0	0.0	0.0	0.0	0.0	0.476789475	0.618916459	0.420480067	0.0	0.436274383	1.041925616	0.0	1.886454877	5.686060654	2.960856759	0.902369518	0.0	0.042838625	0.0	0.0	0.123868182	0.0	0.049823703	0.0	0.0	0.933696068	0.794312755	1.312077726	0.0	0.0	2.773471983	0.461686408	0.250582047	0.0	2.144810581	0.785350865	4.571352814	0.299908965	0.076507605	0.783863489	0.0	0.569201545	0.0	3.247199402	2.389483563	1.313786031	0.895815768	2.489829552	0.563513285	3.280282309	1.798896928	3.890676246	1.338572102	2.711215439	0.17642852	2.584413462	1.788415998	1.699039491	2.200421394	2.988226811	3.50382892	2.867751142	1.257953959	0.214725131	0.024570311	0.898634623	0.882751196	0.0	0.373810645	0.80682811	1.253903318	4.052690065	0.414413295	0.378487602	1.605855724	0.0	0.0	1.62795709	0.0	0.0	0.0	0.840503757	0.0	4.163513127	0.0	2.110122673	1.943277846	16.75804502	6.969649223
sample-053	0.0	5.044097484	3.400761165	0.0	2.422539788	0.420902492	0.0	0.83449654	2.0715611	0.033304925	0.0	0.0	0.372240212	31.15233248	6.178191653	2.04054901	0.210174313	0.0	0.151197482	1.300188488	2.273088698	0.853559978	2.218869262	0.0	1.24656676	1.125472283	2.038762507	0.640235241	0.0	0.58425241	0.0	0.0	1.749583884	1.378543093	0.0	2.676233742	1.808284932	1.062499527	0.0	1.479795285	1.118786581	0.701007038	0.722333367	1.497664304	1.488315031	1.545455656	0.0	0.0	2.514248223	3.031449718	0.456078042	3.236675123	2.400542307	2.723450973	1.278915125	0.0	0.661365877	0.0	2.739140449	1.715931319	2.32141038	2.180905567	0.588877973	1.966968391	0.0	1.382987265	2.540323756	1.451046346	1.654805918	3.316672408	1.741155727	1.551100375	0.869676339	2.921566206	0.162948102	0.777839621	3.332883129	0.0	1.958539428	1.198473792	3.015557474	0.973420938	1.798548981	1.354814159	0.282354231	1.05927173	1.787882817	0.659985103	14.43473501	1.416565315	3.20156066	0.843291781	0.358121873	1.152278081	0.397293308	0.055897974	2.966306699	0.0	1.275166097
sample-054	0.670264528	0.0	0.545900658	0.0	0.0	1.028316188	0.0	1.001190538	0.0	0.019743804	0.225507222	0.55294322	1.423425447	1.254012658	0.793088074	1.54187786	0.506932337	3.422742225	1.546507593	0.947263055	2.61609291	4.153594304	0.71717929	0.957263617	1.22444666	1.141592756	0.0	2.870310605	4.752896882	0.088687411	0.0	0.0	0.067698984	0.573631637	0.0	0.352939312	0.18336951	1.330508118	0.329194085	0.613281568	2.060950169	0.727510162	0.265501069	1.316164046	0.354350993	1.221072129	0.0	2.340532073	1.081894666	0.118897838	0.32086913	0.0	0.925701542	0.844331613	1.653871288	0.620651415	1.842275324	1.855565254	0.0	0.341791448	0.675021206	0.120135746	0.813517721	0.215606567	1.875625504	0.17569198	0.0	0.479989639	0.445704762	0.0	0.542123368	0.33220025	2.198702493	0.136180197	2.146467312	0.580880777	0.0	1.544933648	1.154189913	2.08985984	0.338745939	0.0	1.507910566	0.754864633	3.299374267	1.051373737	0.0	1.003556689	0.498617823	0.857393986	0.752955382	2.2808034	0.076044766	0.495005079	0.0	0.440910998	0.254491761	0.0	0.161830862
sample-055	1.225621751	0.0	1.525321725	1.792952331	0.58913911	1.552988547	1.803803152	0.853924657	0.0	2.322482119	29.05754549	2.945244762	7.558915551	0.0	3.889958357	1.660943913	6.548910885	0.0	0.119522127	1.632481697	0.981373317	0.59512391	0.661654562	0.0	0.281207769	4.169457439	0.860729585	1.048138096	0.231412487	4.819299554	0.0	0.0	1.238575322	1.255249056	4.330915977	0.736553002	0.257874657	0.964822506	0.0	1.55303665	0.328781166	1.538594845	0.233894078	0.386406165	0.266907358	1.344480251	0.0	0.0	0.030127719	0.0	0.0	1.968985322	2.902463834	1.111437883	0.807289176	2.620686431	0.437540839	0.0	3.898318726	0.0	1.323906445	0.488146875	0.622532358	0.638552288	0.0	0.270556917	0.0	0.852038765	0.947902312	1.34594313	0.582988434	0.560282757	1.221960343	1.425976519	0.612913347	0.469604217	2.206326182	0.0	0.668857703	0.942665306	0.0	0.0	0.574700017	0.0	0.478341527	0.313041864	1.881207465	0.70932554	8.653108754	3.973261381	0.0	0.90783864	0.0	0.392077256	66.05266012	0.475542452	0.278769664	0.0	0.17617465
sample-056	0.0	3.294644255	0.0	0.35605799	0.717117327	0.498110111	0.0	0.322234697	0.70286323	0.007691982	0.0	0.0	0.627117602	0.638727139	0.623564382	1.658817322	0.143111846	0.0	1.135580009	1.69588065	1.113802012	0.501016052	1.076304744	0.0	0.597948838	0.637601759	0.061706254	0.238062931	0.0	0.663162083	0.0	0.0	0.674208035	0.42406911	0.0	2.152367288	1.629479983	0.382152614	0.607239849	1.046862168	0.752033307	0.665704522	0.674985743	0.427632872	1.188905833	0.973663923	0.624227219	0.0	1.249726813	1.118943512	0.198565248	0.75894789	1.774408733	1.593725857	0.73777984	0.675675112	0.843900859	0.0	1.098707111	1.627163615	1.34727367	1.770945966	1.45427031	2.350389278	1.275943845	0.897919001	1.814316653	1.347061168	1.266695832	2.28116587	1.416826748	1.167721868	0.245097775	0.636012648	0.012333152	0.818564701	1.211726432	0.240369866	1.684034269	0.994194847	1.564895393	0.0	0.833540575	1.121373466	0.066156391	1.009357278	0.436515871	0.700300935	0.109384101	1.902228016	3.159615237	0.841309118	0.42670658	0.532192955	0.0	0.046743787	0.769244291	0.248513436	1.292071939
sample-057	0.666191672	0.0	0.3935527	0.0	0.353333175	0.594458043	0.0	0.487504634	1.299284638	0.636930359	0.0	0.0	0.217591196	1.237395417	0.147380707	1.143584539	0.079894052	1.06236718	1.880024003	0.0	0.0	0.0	0.220820249	0.211460006	0.183864657	0.256339831	0.109992852	0.567419656	0.0	0.270606655	0.0	3.401933155	0.075205974	0.573303191	0.0	0.670336145	0.437029021	0.394254228	0.369118283	0.65687217	0.968100517	0.52620904	0.3712859	0.782621271	0.476743076	0.625649022	0.734216303	0.275081513	1.228364095	0.50200211	1.208662189	0.218046315	0.0	0.576233594	0.581994984	0.928316196	0.913471999	0.0	0.0	0.703776117	0.585941636	0.635526606	0.578309363	0.829024343	0.0	0.410115634	0.0	0.728820466	0.458420701	0.0	0.638975485	0.498451087	0.79355148	0.136524725	0.03693992	0.72935503	0.0	0.281030094	0.581166128	1.112539655	0.701979969	0.81005368	0.714067353	2.032687331	0.319011128	0.954595137	0.0	0.668115673	0.065125091	0.0	0.615416731	1.130493871	0.193438424	0.589728559	0.0	0.112810444	0.48756224	1.599199137	0.63703379
sample-058	2.481571249	0.998529375	1.476892341	0.0	0.868158534	0.82201153	0.0	1.705203217	0.0	0.0	0.183000489	0.0	1.852242853	0.807523504	0.304463011	0.749288955	0.520221266	1.507898281	0.0	2.253467587	0.678347296	0.0	2.316660126	5.199236176	0.220965085	1.056604668	0.14864284	1.546490407	0.469517297	0.356606882	0.0	0.76599749	0.390791172	2.65295535	0.611235881	2.607632914	1.758161352	1.765848612	0.336743087	0.634216305	1.928859638	0.431491253	2.175643209	2.793795082	0.742381464	0.826829693	3.624900615	0.724820406	1.079007359	3.047687918	0.23388501	1.343870545	0.409100855	0.626175762	1.23533291	1.255077988	1.073154488	0.577696046	1.308901885	0.706942955	0.874253007	0.668945105	0.968966282	1.062972462	0.742359576	0.940446829	0.836119271	0.915138941	0.839910629	0.312844347	0.96035228	0.572543642	1.238118304	1.173742596	0.0	0.545733494	0.481076567	0.983554042	1.506664321	1.858884449	3.513966519	5.136502163	1.29396981	0.0	13.94945034	0.029753679	0.600619955	0.827684678	0.2241669	0.858275168	0.537548505	2.351329798	0.017038316	3.948582927	0.0	0.975938741	2.916764746	0.514384844	4.755024539
sample-059	0.0	0.807596184	0.669198727	0.312698682	2.497049238	0.916791816	0.0	0.493930027	2.168259317	0.053169437	0.0	0.0	0.851413444	0.184812315	0.0	0.445005898	0.574738044	0.405691447	0.0	0.908890608	0.34216768	0.0	1.088666229	0.493381012	0.184980614	0.438778823	0.018036583	0.890957282	0.0	0.215444478	0.0	0.0	0.105188034	0.398303567	0.0	0.674220114	0.877430006	0.606298316	0.0	0.811513594	1.482916605	0.332427103	0.341073125	1.06174725	0.976122281	0.759862222	1.357344416	0.0	0.767310768	0.671746746	0.64965515	0.567961716	0.0	1.493736237	1.135291673	0.616773588	0.991772655	0.782098351	0.873200189	1.448662636	0.973975658	1.514199001	0.934705342	1.564661665	0.933134501	1.347657731	0.677512601	0.978792613	1.133189699	1.209569737	1.08600315	1.372283554	0.494099809	0.307893263	0.93137218	0.30814299	0.0	0.576341051	0.650144076	0.960188091	0.878468731	0.525522049	0.659307417	1.120179509	0.591231026	1.483650142	0.23738016	0.691584093	0.130010177	0.0	1.118736774	0.901815313	0.157650372	1.613960139	0.0	1.122032783	0.886577899	0.987877134	1.435611152
sample-060	2.068437446	8.069009805	0.0	0.382727853	1.454156828	1.219518702	0.0	0.853987078	1.539999399	0.171205342	0.0	0.0	0.740557039	1.242848047	0.803656041	1.144325893	0.467322639	0.173876658	3.952484294	0.0	0.0	1.970588585	4.603730978	0.0	16.05529166	1.740752697	0.0	1.101174648	0.0	1.790000766	0.0	0.0	0.184352674	0.31927351	7.009706147	1.090383091	1.194762895	0.970945955	1.048594822	0.642119817	1.798271722	0.940813094	1.656059139	2.712410065	2.195136733	2.003673536	1.58203261	0.0	1.337945274	0.0	2.489258069	0.617529515	0.0	3.008516685	3.0777981	0.983080743	1.878736606	2.342992754	0.0	2.140203731	0.890607255	2.831609003	2.412661752	1.781884579	1.733550684	1.196574129	1.298781591	1.935570957	2.379086508	0.0	3.966147218	2.015686228	1.99413292	0.349078055	1.589908301	2.653723861	0.0	0.0	1.291099135	1.014568565	1.410663622	0.797628647	0.652063791	0.476735611	0.745880102	0.800387813	0.142724293	1.196770068	0.868585528	0.0	0.0	0.917811227	0.41033555	1.163094852	0.311580783	1.212206256	0.707180373	15.3556525	3.044127193
sample-061	0.709773777	1.198192104	1.093019765	1.286248903	0.382984096	0.161217074	0.0	0.746476363	0.0	0.08499207	0.25944267	3.20077944	1.546427145	0.0	1.398968689	1.642429881	1.233804214	0.0	5.990410066	0.0	1.72085295	2.615794406	1.302636785	0.704053965	3.363680159	0.884205121	5.899480968	0.0	0.0	0.181562844	0.0	0.0	3.180909388	0.689423014	0.0	1.228501924	1.230999578	0.83876107	1.043212562	3.17134541	0.461380906	1.505515699	1.028379004	1.151219374	0.916426677	1.517515825	0.961689097	0.0	1.066994894	0.604300334	1.148213046	1.117564325	1.014119677	1.156572962	1.369122504	3.663454579	1.157162432	2.403725293	3.316958777	0.541409286	0.875035086	0.788196557	1.009163284	1.096710834	1.754224223	0.777433474	1.274097064	1.074353479	1.097965989	0.0	0.928667881	0.768755171	0.77164646	11.09748395	0.206396627	1.420877039	0.0	0.0	1.197792265	1.130154197	0.546272784	0.597794775	1.085168597	1.683673163	0.372818858	0.659805628	1.291203853	0.565821732	0.0	1.08957696	2.400751843	0.84766754	0.548453373	0.324803181	0.0	17.56523367	0.435631762	0.0	0.0
sample-062	0.0	1.956511683	1.37626583	10.72311228	1.713451447	0.573125531	0.0	0.336740597	0.0	0.562047463	0.707097886	0.456620358	4.433175867	0.0	1.947714528	0.343010419	6.862870207	0.0	0.360121094	0.0	0.279560097	0.0	0.0	0.0	0.147550077	3.78945182	1.700733874	0.717756048	0.0	0.378688486	0.0	0.0	1.479634788	3.316125598	0.0	0.675563629	0.178637973	1.143056176	0.47508586	1.353294792	0.146863203	0.345765343	0.465185103	0.283793284	0.364472303	0.556647011	1.00277358	0.0	0.038477804	0.891758901	0.092180767	0.724679704	0.0	1.604895007	0.679055726	3.323586524	0.318370813	0.0	1.344816044	0.0	0.517067871	1.169236177	0.674667499	1.362072789	0.0	1.145976778	0.910977271	0.546938288	0.715353745	4.66599359	0.927054775	2.231075284	0.526212115	0.137230196	2.558097283	0.183655215	0.389563138	0.0	0.512491224	0.648152729	0.723683176	0.0	0.330991191	1.837711296	2.590053264	0.640711252	2.077534568	0.428448747	0.0	2.781945896	0.0	0.639904583	0.406061534	0.55064125	0.092948653	0.236187608	0.473792643	0.0	0.964378609
sample-063	0.878797449	0.0	0.0	0.0	0.0	0.0	0.0	1.169275897	0.0	0.0	0.218907095	0.0	0.102971304	0.336678403	0.098996045	0.327403384	0.382380277	1.071265169	0.0	0.0	0.0	0.0	0.608316186	4.386451377	1.51153664	0.275816261	0.0	2.3767818	0.0	0.280777211	0.0	0.0	0.089928822	0.178404397	0.0	0.28716618	0.330486987	1.042914292	0.0	0.0	0.167281391	0.194311832	0.509456149	0.66449601	0.345891009	0.606023996	0.510368651	0.581502394	0.267222797	0.380815539	1.367594973	0.0	0.0	0.294838981	0.417598771	0.641961028	0.712983268	0.0	0.0	0.0	0.558836136	0.266817095	0.201316205	0.2460851	0.0	0.021707572	0.0	0.240146485	0.254428848	0.0	0.322771336	0.264840022	1.454771258	0.206022818	0.517119499	0.040777098	0.0	0.571539313	0.486786413	0.910280225	0.917194807	0.441824428	0.343736292	0.559355515	0.578569973	0.0	0.0	0.747145329	0.104651147	0.0	0.0	0.915017565	0.144728322	0.858262079	0.262852798	0.567114239	0.384999088	0.0	0.411630568
sample-064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.340555306	0.0	0.016595409	0.24001737	0.0	0.526788756	0.200424503	0.0	0.0	0.0	0.375388498	0.0	0.0	0.0	0.0	0.127574653	0.558992139	0.143004983	0.102747655	0.0	1.540538842	0.0	0.0	0.0	0.0	0.025350699	0.196440013	0.0	0.184122244	0.201477997	0.458834823	0.0	0.0	0.049041917	0.028737368	0.12530713	0.825117203	0.280675535	0.28424299	0.377228799	0.145489814	0.59683237	0.180583064	0.163603782	0.322961562	0.0	0.266195672	0.247181763	0.215061418	0.175998848	0.0	0.0	0.564592023	0.432385245	0.422652219	0.14991053	0.40843884	0.0	0.40618814	0.186617639	0.423287464	0.376518639	0.0	0.309547876	0.325129445	0.518794103	0.099165519	0.956105102	0.456093911	0.108009203	0.0	0.085382075	0.927725051	0.238574448	0.237971595	0.271257543	0.767759233	1.842318802	0.681386677	0.0	0.13642226	0.077734208	0.108208562	0.0	0.811264364	0.095665237	0.479962342	0.0	1.255349185	0.236261929	0.23336387	0.202375574
sample-065	0.184235794	0.0	0.0	2.092379512	0.689178692	0.492128424	0.0	0.530604299	0.0	0.292962988	0.214880634	0.0	1.432790877	1.310714279	0.67372549	0.99930774	0.426118912	0.0	0.804746652	0.0	0.852337229	1.524740386	0.437738328	0.0	1.185485035	0.7092147	0.089586991	0.76525002	0.386830681	0.242876722	0.0	0.0	0.067919095	0.0	0.0	0.166108392	0.159114077	0.434242792	0.0	0.866021492	0.640815759	1.381481277	0.294460746	0.0	0.416012038	0.894014583	0.223072389	0.189720157	0.764851545	0.0	0.0	0.427474265	0.0	0.342437659	0.350993846	0.721055104	0.452783551	0.0	0.958704902	0.0	1.222206545	0.063825712	0.256962294	0.15349529	0.0	0.0	0.0	0.422747722	0.449660701	0.0	0.121707054	0.120673769	0.374860089	0.143954377	0.858053044	0.94795719	0.0	0.0	0.254447787	2.234361814	0.0	0.0	1.594089482	2.378145125	3.210528994	0.449204151	0.424131207	0.592633682	0.13213619	0.0	0.0	2.238351648	0.052142758	0.372194543	0.0	0.3865541	0.271634824	0.0	0.0
sample-066	0.908590118	0.0	0.0	0.0	0.0	0.51992397	0.0	0.715763851	0.0	0.005890162	0.0	0.0	0.322432929	0.564740962	0.0	1.151010305	0.367601801	2.783085489	0.0	0.0	0.642916647	7.064926964	0.630042114	0.0	3.119760135	1.184471671	0.0	0.674444366	7.339443501	0.939885142	0.0	0.0	0.015067561	0.0	0.117697982	0.277125403	0.331613705	0.400968173	0.0	0.197747032	1.237948949	0.433376369	0.223229603	0.0	0.21877813	1.282838685	0.0	2.445493955	1.221609001	0.0	0.18471558	0.398419514	0.0	0.594539036	0.431033442	0.548839573	1.039719239	0.0	0.0	0.0	0.625223392	0.179078649	0.543771716	0.0	0.0	0.054610335	0.0	0.229635824	0.284099651	0.0	0.509444553	0.369464272	0.1139815	0.0	0.014787618	1.714794205	0.0	0.0	0.213051832	0.739035203	0.278389517	0.700320041	0.962129649	1.441969189	0.038001394	0.14253074	0.031910159	0.606450232	0.221492786	0.0	3.930337993	0.637034858	0.29627605	0.423274061	0.0	0.07247864	0.186330351	0.0	0.0
sample-067	0.0	2.58013377	0.0	2.831762111	0.962195035	0.937158064	0.0	0.37183083	2.430533701	1.283743826	0.0	0.0	0.886216903	0.509193983	3.014807482	4.064482084	0.829243785	0.495315851	0.22578338	0.0	0.221128389	0.471316994	2.153038406	0.0	0.576123962	1.147532847	1.156533388	0.0	0.0	0.105007697	0.763539079	0.0	1.319420187	0.945342442	16.04597493	2.090002995	1.579769589	0.437587174	0.0	0.716335855	0.822437429	1.883240717	0.723835652	0.0	1.281677407	1.117264006	0.0	0.793552486	3.451404982	0.22622667	0.0	1.370617322	1.092658282	3.021421943	0.540568514	1.159866854	1.01816835	2.244278366	1.08656151	1.833816561	0.569545072	2.850852905	2.043684762	6.387469992	0.0	1.432062124	3.740079523	2.25267675	1.998660706	4.7078419	2.797189245	1.867195134	0.0	0.500534236	0.0	0.470438318	1.552027587	0.270335514	1.605580692	0.920967446	0.818620318	0.0	1.402406079	1.154782165	0.035353768	0.749252331	0.0	1.023293332	1.237244937	1.247907375	3.830755143	0.632144284	0.301289512	0.384128118	0.0	0.038125283	0.840741773	2.138559706	0.763435724
sample-068	0.500930963	1.217294742	0.956281782	0.535907019	0.101537671	0.239419243	0.0	0.712187427	0.0	1.474754889	0.2965541	0.0	1.152440766	0.0	0.14440462	0.923324185	0.368932742	0.356340997	17.59761679	0.0	1.777205202	0.563106036	0.0	0.0	0.173188451	0.393685173	0.0	2.311197763	0.0	0.326724438	0.0	0.0	1.628696296	0.228449277	0.0	0.676364733	0.349868797	0.830977757	0.0	0.296614014	0.505502595	0.826405918	0.676636324	1.229022617	0.146178321	0.821995018	1.012367715	0.0	0.0	0.891736192	0.71618438	0.918368717	0.0	0.454787212	0.932923115	1.337139779	1.103920855	0.0	0.321449506	0.313080583	0.549104139	0.422784306	0.537690569	0.426776399	0.0	0.163416924	0.73949969	0.378031127	0.289135517	0.0	0.489524084	0.331397665	1.387279484	2.863788206	0.271617981	0.617869871	0.564265666	0.24817296	0.526775255	1.062344857	0.822973039	0.748409275	0.965192005	1.276225135	3.046762426	1.275013108	4.607715968	0.46283477	0.221052588	0.0	0.0	1.005536372	0.143999559	0.65520356	0.0	0.415424046	0.458324109	0.579253215	0.513369931
sample-069	0.0	0.0	0.242905356	0.218491287	0.0	0.395687246	0.0	0.278960343	1.302889781	0.0	0.0	0.0	0.602701067	0.0	0.502104866	1.776632571	0.088099857	2.179430422	0.0	0.0	0.0	0.213053144	0.793584774	0.489042321	0.0	0.318425377	0.0	0.114847667	0.609152095	0.101634567	0.0	0.0	0.059800586	1.118486994	0.0	0.719666752	0.137622726	0.41041158	0.0	0.39064553	1.502359005	0.13160628	0.655830894	0.341150623	0.338972927	0.829335981	0.399174184	1.071387248	0.784280011	0.225444946	0.33131877	0.341500667	0.0	0.781273355	0.398167935	0.22095855	0.48483565	0.467829828	0.302621783	1.023592378	0.338202242	0.732934833	0.401953314	0.713366179	0.0	0.501547911	1.206268042	0.953453259	0.961643443	0.0	0.676370381	0.765205603	0.34514617	0.0	0.205009166	1.077934517	0.0	0.236234235	0.36470775	0.838907372	0.557490435	1.54738162	0.950121313	0.954387531	0.157693646	7.446253634	0.0	0.547781668	0.0	0.0	0.0	1.051688303	0.177698416	0.813792885	0.0	0.270434132	0.934960144	0.824541664	0.76791583
sample-070	0.0	0.615570982	1.125172039	2.288186584	0.737227364	0.760549349	1.29983033	0.548890765	0.0	7.092607457	0.531319189	2.161815723	0.541924271	0.322287132	0.809066268	1.198303786	3.311571192	0.0	1.256356016	0.931013627	1.017799732	3.178229882	0.880745669	0.0	0.483789911	1.05355931	0.151180613	1.691235556	0.0	11.21324455	0.0	0.0	0.577667066	0.778546088	0.512665871	0.55270609	0.465031809	0.753246475	0.389483316	0.957197992	0.304431424	3.724158004	1.190153357	0.0	0.650037948	1.486302552	0.0	0.0	1.913415734	0.217281156	0.742680816	0.920255557	1.674006107	0.549158854	0.93987641	0.95416658	0.571994038	0.0	0.918584543	0.205038781	0.879202134	0.285791406	0.716278326	0.392291262	1.19931031	0.123320664	0.421877973	0.70553928	0.50844434	0.0	0.694123233	0.332965149	0.639649512	0.931080361	0.052188929	0.898789165	0.639960259	0.212670097	0.359937335	1.161487133	0.297526985	0.201821516	1.002992161	0.989780502	0.24821152	0.348879749	0.192603738	0.817480377	2.128317576	1.921025475	1.238064661	1.18153012	1.049982942	0.195834054	1.078843718	0.099445964	0.199686597	0.0	0.0
sample-071	1.079231181	0.0	2.043959178	5.831578296	1.570091566	1.406580577	0.0	1.040416477	0.0	4.353711619	1.149276658	0.0	4.087088573	0.0	3.272136996	2.838673775	4.087617795	0.0	0.0	2.720580013	1.626116536	8.823902415	2.740808133	0.0	1.810863466	1.779978638	5.169822896	1.952853776	0.0	5.047638158	0.0	0.0	1.00121952	1.202185524	0.0	1.799064126	1.570695997	1.388621956	0.0	12.62864966	0.417051972	4.032929246	0.615883038	0.0	1.034252937	2.719215969	0.452234234	0.0	3.392859294	0.0	0.880598518	4.096579888	0.0	0.715374744	0.474792577	0.0	0.658896921	0.0	0.0	0.432549795	1.58325474	0.466244535	0.996731787	0.371777528	0.0	0.168881202	0.796078181	1.000268725	0.663826401	0.0	0.655078434	0.47726018	1.085052281	2.957385305	0.096001407	1.823821159	1.700396213	0.320242547	1.420380336	1.609987205	1.275871102	0.0	1.97789739	1.68506634	0.129735088	1.264144229	2.691438264	1.020253145	6.230017736	3.59119464	4.029174412	1.542670764	0.313163656	0.584421037	0.779724182	0.432470758	0.543757866	0.0	0.0
sample-072	0.632134894	0.0	2.295064222	0.0	0.149325261	0.455555126	0.0	0.651238649	0.0	0.013187853	0.0	0.0	0.794181609	0.60333924	0.0	0.813842534	0.229086869	0.264373958	0.266848241	0.0	0.315540385	0.0	1.142896872	0.193607071	0.425355674	1.139649942	2.748653106	0.633754534	0.0	0.99960979	0.0	1.375959435	0.348126339	1.522288481	0.0	0.804738599	0.184372164	0.445010749	0.0	0.215385505	0.892495168	0.098252883	0.437058971	0.0	0.60634977	0.661701142	0.33606908	0.0	0.610338806	0.519237831	0.768544061	0.563569643	0.483130661	0.999670242	0.885761424	1.686228953	0.933384045	0.0	0.634050026	0.904386263	0.403765764	0.585921481	1.0362375	0.757120114	0.0	0.567167435	2.37006063	0.642571146	0.908115861	0.0	1.098278194	0.819758216	0.258871194	0.133655649	0.318156395	1.120239684	0.0	0.289066536	1.414726095	1.15113839	0.997214815	2.015257518	1.668089922	1.078525895	0.272171227	2.20319683	0.084577403	1.18571165	4.462836061	0.521355258	1.315664353	1.539670409	0.358611024	0.7764238	0.091684448	0.230304868	1.348622095	0.755923081	1.110445619
sample-073	0.0	0.0	0.0	0.637601148	0.624804223	1.105177038	0.0	0.28371948	0.0	0.014647394	0.0	0.0	0.417135998	0.435646193	0.09085798	1.15816802	0.551436446	1.838601934	0.0	0.0	1.256680782	1.410210879	0.577161212	3.007884124	0.0	0.606211754	0.0	0.194772942	3.22926219	0.139958101	0.0	0.0	0.110481853	0.327841973	0.122613222	0.54639593	0.423430478	0.434168406	0.0	3.48190546	0.197952637	0.293477241	0.559063701	0.669774004	0.479377967	0.585585778	0.429959707	1.270403878	1.707782577	0.158534233	0.672216025	0.0	0.0	0.639452945	0.956655162	0.460787717	0.884247105	0.0	2.283895584	0.979622248	0.871807797	0.363557939	0.233612826	0.6316003	0.906034242	0.365456777	0.342175346	0.315832785	0.427848293	0.0	0.473247793	0.482436113	0.604627099	0.438848559	0.897857196	0.534024675	0.0	0.434688995	0.898430347	1.431798982	1.336929411	0.323927919	0.940902734	1.505509983	0.638929324	0.086638458	0.0	0.626994741	0.0	0.0	0.720310877	1.567968897	0.404674786	0.756180206	0.0	1.360527802	0.8204697	1.3902524	0.301876706
sample-074	0.0	0.0	0.0	0.0	0.780382729	1.472772245	0.0	0.243910896	0.0	0.017872541	0.0	3.797300513	1.169800767	0.0	0.519467679	0.960847179	0.119278412	0.0	0.189285253	0.0	0.65257785	1.712618196	0.51372186	0.0	1.541053415	1.142538404	0.031170779	0.379664601	0.351542034	0.0	0.0	0.0	0.795180339	1.091722294	0.0	1.452616719	0.653959783	0.824372138	0.0	0.753593093	0.866188503	2.536646029	0.360666919	0.232449514	0.804561924	0.667553065	0.0	0.0	1.2006731	0.346108347	0.574752105	1.116588512	0.573487418	0.766064794	0.432178642	0.485554498	0.600827592	0.0	1.14514156	0.602587352	2.392271359	0.275321488	0.447397892	0.485491689	0.298891361	0.202384741	0.262208263	0.886636192	0.87582852	0.0	0.483130688	0.421691621	0.221535941	1.43156342	0.207090261	1.458693295	0.0	0.211554108	1.683794667	1.254812465	1.440638552	0.0	1.412165299	1.144160571	0.227927743	1.595702678	0.343497139	1.236885796	0.0	0.340646244	1.181406573	1.333071548	0.749177219	0.549620939	0.0	0.224657652	1.467483376	0.0	0.564024329
