GCMS	1,3-Dihydroxyacetone	1,6-Diaminohexane	2-Aminoadipic_acid	2-Hydroxy-3-methylbutyric_acid	2-hydroxybutyric_acid	2-hydroxyglutaric_acid	2-Hydroxyisocaproic_acid	2-hydroxypyridine	2-ketoisocaproic_acid	3-(3-hydroxyphenyl)propionic_acid	3,4-Dihydroxyhydrocinnamic_acid	3,4-Dihydroxyphenylacetic_Acid	3-Hydroxybutyric_acid	3-indoleacetic_acid	4-Aminobutanoic_acid	4-hydroxyphenylacetic_acid	5-aminovaleric_acid	5-Hydroxyhexanoic_acid_	5-hydroxyindole-3-acetic_acid	6-hydroxynicotinic_acid	adenine	adenosine	Aminomalonic_acid	Azelaic_acid	Benzoic_Acid	Beta-_alanine	Cadaverine	Caffeic_acid	caprylic_acid	Cyclohexanecarboxylic_acid	D-(+)_trehalose	Deoxycholic_Acid	D-Glucose	D-Malic_acid	D-mannitol	D-Ribose	Ethanolamine	fumaric_acid	galacturonic_acid	gentisic_acid	Glutaric_acid	glyceric_acid	glycerol	glycerol_1-phosphate	Glycine	glycolic_acid	Guanine	Heptanoic_acid	hydrocinnamic_acid	Hypoxanthine	inosine	Inositol,_myo	L-(-)-fucose	L-alanine	L-Aspartic_acid	L-Cysteine	L-Glutamic_acid	L-glutamine	L-homoserine	L-isoleucine	L-lactic_acid	L-Leucine	L-Lysine	L-methionine	L-Ornithine	L-Phenylalanine	l-Proline	L-serine	L-threonine	L-tryptophan	L-tyrosine	L-valine	maleic_acid	methyl-beta-D-galactopyranoside	Methylphosphoric_acid	Methylsuccinic_acid	N-acetyl-D-glucosamine	N-acetyl-L-glutamic_acid	Nicotinic_acid	palmitic_acid	pantothenic_acid	p-cresol	Pentanoic_acid	phenyl-beta-glucopyranoside	phosphate	pipecolic_acid	putrescine	Pyruvic_acid	quinic_acid	Rhamnose	spermidine	stearic_acid	Succinic_acid	thymine	trans-4-Hydroxycyclohexanecarboxylic_acid	Tricarballylic_acid	uracil	uric_acid	Xanthine
sample-028	2.967465466	0.589617661	0.0	1.502247686	2.182691346	0.838012614	2.258558327	0.873362973	1.501069624	0.030634512	0.0	0.0	0.111088122	0.558516682	0.287785646	1.218430621	0.610893809	1.320133766	0.0	1.083324628	0.249192455	0.374731	6.360576857	0.0	0.260079108	1.835978656	0.36057807	0.26980822	1.022086328	0.424192839	0.0	0.979604547	0.954361194	0.554086987	0.475488844	1.562243792	0.547517304	0.279416628	0.325727725	1.223175407	1.129822005	0.249512805	1.388945904	0.351247633	2.116249076	0.818509606	0.296287135	1.002059652	1.762426289	0.528065216	0.37911601	0.829624255	0.933572386	2.068722518	1.427111549	2.051877027	0.969633731	0.619144755	0.794005189	3.707147427	1.061860427	2.656320119	1.403282801	1.581869437	1.618335023	2.377609882	2.386723577	1.410563151	2.446787844	0.639217787	1.832804572	2.589839168	0.533123334	0.4920843	0.152082293	0.464022458	0.687980715	0.0	0.853350293	1.108318412	1.8454726	1.021302066	0.995309407	0.806270301	0.372321799	1.65681385	0.746294588	1.448275549	0.151185831	0.743935679	1.71787539	0.971480607	0.010097098	0.818248837	0.0	0.20789076	1.452381965	0.150145705	1.142513879
sample-029	0.0	0.703476825	0.798536318	0.839337726	2.496379867	0.300655427	0.0	0.301896135	0.0	1.077836874	1.285077816	3.08251072	0.0	0.833066518	7.396539216	2.029207534	2.635250799	0.0	0.186158075	0.0	1.165252924	4.919081293	0.428731676	0.0	4.249116411	1.619323165	0.550646257	0.484299675	0.0	3.514527017	0.0	0.0	0.114939118	0.143890267	0.0	0.433826997	0.603511024	0.650444317	0.470515029	1.558366013	2.834763462	1.550250998	0.265094116	0.75327124	0.22044215	1.536432033	0.327245429	0.0	1.855645654	0.108424641	0.357792173	0.566573524	0.0	0.777809703	1.008293988	1.160058673	0.66706102	0.0	2.256729631	0.0	0.862553316	0.419420401	0.624159372	0.354628529	1.471236884	0.157835289	0.078313242	0.470520034	0.66929553	0.0	0.847537469	0.546242391	0.397805829	0.204799948	0.031458055	0.399086985	0.0	0.0	0.267706335	1.588696488	0.27383643	0.0	1.862090351	0.865954445	0.307135271	0.528139747	0.485166242	0.317538783	0.0	0.0	1.054559981	1.479490071	2.147376883	0.340529769	0.745527578	0.45135021	0.511863352	0.246378944	0.0
sample-030	1.338959208	0.0	2.155885056	0.739453513	0.351825049	0.457174774	1.163219456	0.63041507	3.472126229	0.009457106	0.0	0.0	0.157587599	0.0	0.0	0.199700327	0.084384335	0.0	4.315919442	0.606285457	0.0	0.0	3.94580908	0.232959246	3.133852968	0.382573847	0.029191714	0.706832102	0.0	0.079787811	0.0	1.368335409	0.530526741	0.340412863	0.0	0.843369405	1.108604395	0.318712176	0.542757575	0.0	0.994938854	0.117479475	0.804417252	0.458452761	1.500117802	0.449764279	0.0	0.0	0.160075095	0.505818561	0.524826394	0.413892348	1.335527155	1.000379932	0.341829208	0.306155242	0.321803635	1.656028286	0.64677277	2.474209121	0.659903019	1.429673737	0.78786652	1.350923227	0.948522665	1.54056618	1.787398574	0.770718583	1.545900442	0.493646622	1.185622623	1.489580973	0.220016419	0.33120098	0.317459831	0.513507357	0.796225165	0.241205874	0.304935544	0.622403056	0.346846007	0.530652239	0.253141507	0.623533716	0.292136192	0.823886818	0.0	0.772915375	0.0	0.17191233	0.0	0.639920435	0.004794039	1.840142338	0.0	0.119431031	1.234489746	1.211324727	1.555833793
sample-031	0.965921648	0.0	0.0	0.170609766	0.513218682	0.165695787	0.0	0.705953767	0.0	0.012562276	0.138525632	0.0	0.747874264	2.382588797	0.616289276	0.723234373	0.508526034	1.20953689	0.064430678	0.449782491	0.443805771	0.666026142	1.200022946	0.0	0.424126494	0.828841928	0.136204319	0.514133176	0.647402102	0.0	0.0	0.076876504	1.707737686	1.49248468	0.467456972	0.970205746	0.248723681	0.500544422	0.307147646	0.206905825	0.638675344	1.108690673	1.097608656	0.171529008	0.092637124	0.521047146	0.262963081	1.97741197	1.101851847	0.332062779	0.582521351	2.613464647	1.096704417	0.554479731	0.429299053	0.975343114	0.22875546	0.0	0.911682037	0.358113601	0.661292039	0.207835658	0.559328848	0.504130787	1.315041966	0.32535238	0.419446754	0.583421077	0.879047099	0.194935655	0.282367151	0.357359162	0.790224221	0.832406198	0.291473183	0.683195446	1.79937591	0.0	0.612727626	1.253253457	0.163031146	0.224409735	1.537964368	1.008492704	0.431195172	1.485762805	1.414816033	0.716424561	0.07762432	1.180276494	1.332483054	1.083597116	0.171221819	0.344942561	0.0	0.05458698	1.079978658	0.160101332	0.400268457
sample-032	0.0	0.0	0.0	0.0	0.0	0.521270644	0.0	0.663230624	1.699718148	0.014096683	0.171413424	0.0	0.406979167	0.472472074	0.0	0.61116471	0.469073802	0.728053971	0.0	0.431577636	0.55355206	0.561364524	0.50821069	4.887041785	0.128040307	0.295102795	0.0	2.242786603	0.475813671	0.402211188	0.0	0.0	0.019413912	0.0	0.0	0.165626388	0.241620725	1.159155066	0.0	0.0	0.163010529	0.211590551	0.190573862	1.006395432	0.169651324	0.45860086	0.0	0.538043257	0.602669759	0.087401752	0.479211874	0.0	0.0	0.41450176	0.452851094	0.798410872	0.797874487	0.0	0.0	0.49183757	0.436321813	0.317510659	0.168442653	0.371514128	0.0	0.113886931	0.377903483	0.347851472	0.243730548	0.0	0.303380179	0.342818272	0.962167071	0.0	1.349802414	3.220707883	0.0	0.719728235	0.240707652	1.265632001	0.359101566	0.979035942	0.525445897	0.0	0.964365123	0.073918193	0.0	0.927930663	0.098510418	0.0	0.0	1.365533711	0.206053965	0.98350244	0.0	1.849487409	0.386186831	2.798389744	0.19661652
sample-033	0.0	0.0	2.79843012	0.0	0.0	0.33755913	0.0	1.66231118	0.0	0.007233108	0.121476303	0.0	0.080269135	0.0	0.189397441	0.0	0.238021459	0.886156098	0.0	0.536175908	0.350579607	0.0	1.830013698	7.915101711	1.10521443	0.678765961	0.0	1.583294961	0.0	0.0	0.0	0.902865319	0.032397819	0.381330577	0.0	0.242612437	0.113669332	1.131188902	0.164013651	0.0	0.137166032	0.099695684	0.099546977	0.715836963	0.474260912	0.712956964	0.797457849	0.280013828	0.40067928	0.148787391	0.0	0.0	0.0	0.470437583	0.544676455	0.943333026	0.246341525	0.562017957	0.0	0.552559143	0.392757748	0.370540291	0.309684358	0.475855998	0.524706015	0.605625689	0.132473405	0.590740609	0.808588121	0.135788346	0.498735345	0.546012489	3.676646176	0.0	0.693977943	2.58227787	0.0	0.0	0.147459085	1.829554788	0.0	9.746045655	0.362990005	0.0	0.0	0.0	0.0	0.888272122	0.159475126	0.0	0.0	4.672024159	0.004438204	0.573207974	0.0	1.111110451	0.271378731	1.042138077	0.562689084
sample-034	3.02619069	0.0	1.032484988	0.0	1.070939056	0.940114269	0.0	1.770823561	0.0	0.007020213	0.252461732	0.690114232	0.167860717	1.308615348	0.0	0.518880209	1.352823261	2.382256352	0.0	0.0	0.320764477	0.382540068	2.723702659	0.803107116	0.516552907	3.027814353	0.0	1.37860789	0.940305879	0.218126651	0.0	0.098776191	1.743648808	1.141842589	0.206152383	4.140698246	0.680426129	1.098972115	0.712502171	2.523505627	1.346627189	0.546151192	1.019840858	0.320761777	1.53824228	1.273865253	0.0	2.084393898	1.393411502	1.675949826	0.0	2.108569005	1.554537424	1.273647323	1.566972815	1.748227397	1.349097612	0.0	1.366251835	1.040625477	1.211394454	0.690354145	0.941081549	0.640367575	1.665855233	0.374024459	1.226677182	0.901585986	1.160692855	0.305922691	0.700152275	1.014474791	1.486608119	0.553010054	0.484597577	0.651969489	2.156239541	1.432902414	1.880896239	2.592025021	2.819306002	0.506123601	2.296417734	1.239975565	0.429128684	1.590284631	1.002102894	1.825426606	0.399977086	1.245222345	0.861502251	2.081766846	0.01930706	0.909527836	0.217790599	0.459835893	3.316400854	0.142455415	1.709967024
sample-035	0.393906064	0.0	1.626853343	0.144691968	0.556472366	0.753216896	0.0	0.767398691	0.0	0.005281268	0.107675711	0.0	0.093402706	0.0	0.256149376	0.32138586	0.419548124	0.761366091	0.0	0.0	0.246263514	0.203687938	3.389027644	5.465167929	0.363008667	0.845956179	0.102147568	0.171943506	0.268933815	0.035673506	0.0	1.503695135	0.649574304	0.292035484	0.0	0.991493582	0.253378572	0.614107254	1.39047462	0.654015889	2.043399639	0.167112609	2.867037797	1.668526527	0.766600257	0.431229269	0.0	0.949387004	1.3944341	1.200770363	1.54022653	1.507276856	1.428880822	0.613962074	1.061974725	2.755110495	0.47854938	0.57469266	1.598941161	0.609534269	1.928539848	0.524139748	0.773208668	0.833119978	0.688429242	0.764042432	0.812766104	0.757807362	1.016789838	0.287561979	0.660574277	0.426475326	0.797537889	0.157108543	1.6731839	0.141091701	1.537192347	0.516285048	0.793159149	1.234787566	1.354569373	0.757971664	1.183871828	0.775297726	4.15791813	1.008811873	0.419473223	0.697557792	0.0	1.246650786	0.448277884	1.426829721	6.388703827	0.731667228	0.0	0.527652281	2.358726364	0.144593052	1.831171743
sample-036	2.514323081	1.191386663	1.045527073	5.314987734	6.512249701	3.699450286	7.278710908	1.112579394	4.451737217	0.01833433	0.0	0.0	0.358828869	1.139442645	0.259402811	0.744908409	0.181569372	0.485136173	0.574420058	0.685364836	0.523923812	0.0	6.120355903	0.272126234	0.121296143	1.094881158	0.899045763	1.360274867	0.0	0.0	0.0	0.71651872	0.054494177	1.292531043	0.239173118	2.347710863	0.986076226	0.964850319	0.408235245	0.437271483	2.701993377	0.130554264	1.07960081	1.105909209	1.243909952	0.885111571	0.0	0.0	0.598947693	1.168740132	0.0	0.0	0.721729585	1.682855927	0.817997427	2.452202305	0.978902318	1.269673883	0.0	3.632342262	2.294264223	2.286490012	1.327446243	1.340625519	1.963827565	2.363069052	1.981378663	1.408875887	2.068670759	1.014634014	1.952913308	2.359717176	1.073263612	0.005130803	0.632311632	1.587812278	0.0	0.675042857	0.83579361	1.249780929	1.461897223	0.351124061	0.497617366	0.577411972	0.996551597	1.742733211	0.0	1.149946406	0.314517277	0.210787174	0.459750287	1.292748651	10.4581983	8.215993747	0.0	0.187888758	5.330756091	2.495708247	6.299507695
sample-037	0.0	0.0	0.356948458	0.168636486	0.0	0.739388805	0.0	0.705418604	0.0	0.022078454	0.0	0.0	0.740569766	6.829221384	0.136448137	0.401377792	0.355073916	3.105330955	0.0	1.775925093	0.501324221	0.266911554	1.363107725	2.345329859	0.296505118	0.824757052	0.0	1.309167886	3.01465891	0.03732588	0.0	1.140374033	0.071897269	0.606168991	0.0	1.077266358	0.723882041	0.771337072	0.0	0.478697508	0.180766482	0.283750997	1.796620557	1.882656321	0.495029115	0.666360442	1.366954405	2.301895517	0.757815406	1.234222196	0.458652424	0.663736877	0.573333595	1.190686173	0.91483296	1.573278309	1.407423042	0.0	1.034264958	1.354857687	1.076442654	0.66957015	0.779210071	0.972651106	1.107774665	0.587422892	0.874609826	0.692175684	0.805896589	0.0	0.837519285	0.794834108	0.824960692	0.223643924	1.312570118	0.189804206	0.0	1.363692592	0.873258238	1.194891205	1.71830926	1.7680168	1.448178577	0.926735052	0.847261072	0.0	0.0	0.959020736	0.116766447	0.438957934	0.0	1.179636512	0.389657988	1.45108361	0.0	0.999987826	1.511779748	0.0	1.819166733
sample-038	0.412277328	0.314381538	0.391970205	0.0	0.0	0.547970179	0.0	0.86099592	0.78329165	0.013099944	0.149727124	0.0	0.254483721	0.338770627	0.356715765	0.712565553	0.181010793	2.366835869	0.863431294	0.0	0.0	0.0	0.325926473	1.030694316	0.107770333	0.630453299	0.0	1.07274553	3.231143945	0.0	0.0	1.823901443	0.050740974	1.528051574	0.0	0.337356062	0.245699438	1.109240981	0.253354243	0.0	2.326070162	0.215725267	0.23297746	1.030124098	0.253305787	1.029125749	0.0	1.643451629	0.267104685	0.631424379	1.131376843	0.555975097	0.0	0.540914349	0.524673185	0.850186918	0.826287316	0.290146853	0.328259907	0.923053056	0.567430336	0.477515942	0.269073332	0.297197976	0.0	0.178214126	0.853803748	0.663134019	0.606846645	0.0	0.457300393	0.617448221	0.977613278	0.0	0.871070187	2.038900988	0.0	0.359343615	0.339935178	1.419917451	0.543655435	1.630046361	0.733425612	0.777003739	2.657798325	1.41714167	0.0	0.576223946	7.649537041	0.0	0.0	1.515840082	0.217462007	0.415051282	0.0	0.908148716	0.650152206	0.446079297	0.834781532
sample-039	0.994927649	0.0	0.412197926	7.091335128	9.361743178	1.56774156	8.065042848	0.298088118	0.0	4.736941893	0.33471731	2.570135956	0.277390521	0.292911625	1.253962927	0.812698849	1.108198423	0.0	1.126826308	0.0	0.499013001	0.212014028	10.95196102	0.0	1.091850516	0.842885825	1.643254397	1.615797793	0.0	0.521782944	0.0	0.0	0.144450672	0.441457068	0.233172986	1.599680927	1.065758326	0.177824135	1.54193994	0.965474416	0.375501881	0.180977884	3.263013933	0.238877479	2.377016583	0.39104506	0.184962487	0.0	0.912757097	0.744405564	0.0	2.876010273	0.0	2.35503989	0.557421012	0.706579391	0.533432381	0.0	2.568137196	3.656366404	0.0	2.025171495	0.923772137	1.368276811	10.02455516	1.778359331	0.207291103	0.121054237	2.343861186	0.274236975	1.693927174	2.859335473	0.200455418	0.092871016	0.442068215	1.070605752	0.0	0.0	0.841528239	1.101333124	1.535819922	0.0	0.550579123	0.634239282	0.401248033	0.281591022	0.551037066	0.562835812	1.676675943	0.43208834	1.034436703	0.942801144	12.66661583	6.752594575	0.017655918	0.0	5.950527078	0.0	2.496201129
sample-040	0.0	8.663857041	0.881617844	0.0	0.0	1.641233528	0.0	0.229240941	1.311458718	0.003646083	0.0	0.0	1.696822533	0.0	0.0	3.174243464	0.0	0.0	0.113584468	4.988317842	0.29889049	0.486919048	1.585769325	0.395309417	0.152773242	0.527790715	0.334260817	0.0	0.0	0.098098442	0.0	0.0	1.670922468	2.233896823	0.0	1.26552092	1.177300155	1.374974201	0.0	0.158349015	0.401345104	0.827146528	0.436497255	1.140732604	0.860551044	0.479457172	0.535670698	0.0	0.12491133	1.299969433	1.318146062	1.586997646	0.0	2.501771353	0.58289089	1.206922626	0.799912986	0.0	0.645732309	0.0	0.37971645	3.238590708	2.121184929	3.831160601	0.0	2.639370704	3.100764212	3.083666991	2.784514119	4.666543954	2.600034525	2.167579643	0.0	0.375485387	0.032272266	0.423899613	0.636417722	0.14948067	1.5595999	2.123781653	1.726918566	0.34017499	0.473427637	1.975971381	0.157723799	0.350542078	0.108747624	0.579590288	0.0	0.897441229	3.109490129	2.602370346	3.565677576	0.726934382	0.0	0.052303261	0.964360411	0.731315246	1.873563224
sample-041	2.386763153	1.057840611	5.847346749	1.576557234	5.821190679	1.549935928	0.0	1.741701822	1.205775106	0.009347251	0.0	0.0	1.220524649	1.778726929	0.0	0.0	0.223777004	2.081176467	0.0	1.137434855	3.143898283	0.823715853	3.691141712	0.0	0.395793352	1.722674385	0.089902238	0.0	0.0	0.0	0.0	0.0	0.163869054	2.161124898	0.0	2.446235396	2.405783766	1.388088572	0.0	0.0	2.170337327	2.130637154	0.801965925	2.838770483	4.389243105	1.3009189	2.587612097	2.257176246	2.134571664	4.807081075	1.913181132	5.079884595	1.301177363	2.816680871	2.295552071	3.074385847	1.557539661	0.0	0.826978562	3.162753782	3.062466654	2.533082782	2.308093514	1.675302675	2.762003244	1.911255206	2.886605395	1.602314134	2.304325801	4.560073318	3.185420313	2.407631178	2.253832149	0.977792866	10.16432824	3.170664258	0.284327383	0.0	2.108242254	1.538181282	3.622220699	1.552575424	1.711264176	0.0	9.549372161	2.268091378	0.57151828	1.498085307	0.0	1.627247589	0.0	1.640069268	0.942815004	4.486165265	0.0	3.465916699	7.072288838	0.0	8.684327774
sample-042	2.112059647	2.889360037	2.333920815	1.822068211	1.247511734	1.029336378	0.0	0.678864118	0.0	3.730411664	0.0	23.73560541	2.08769913	0.0	4.949067161	3.08982832	1.662084259	0.0	1.1816741	0.0	2.043416955	1.97277675	1.607074993	0.0	1.569962666	1.299806266	8.019328085	0.413365426	0.0	0.614708762	0.06950901	0.0	4.279553051	2.08697908	11.72023723	4.868752027	2.905321609	0.733169644	1.286079495	1.304015382	0.897434565	0.69229123	0.952854606	3.825218092	1.227630633	0.880654108	5.308510939	0.0	0.0	4.521052703	3.128922574	3.381069826	0.0	1.202985662	1.335415966	1.297331567	1.120218935	0.0	3.407007772	1.079327023	0.807659934	1.003888689	1.615665857	2.02883018	2.727093217	1.134953553	1.336397304	1.465869823	1.687318321	2.01887624	1.08352566	1.100885155	0.569459855	5.012094111	4.758525053	0.759886099	2.863012583	0.707306431	3.112503519	2.043505634	1.164668067	0.0	0.938970568	1.604370769	1.362740804	1.381658133	0.243753709	0.0	0.0	2.904873482	3.100162107	2.218725242	0.0	1.269975379	2.184099289	0.401938215	3.789059785	0.0	3.377220218
sample-043	0.330053908	0.0	0.0	0.498116563	0.0	0.412599628	0.581374747	0.578547453	0.0	0.367219507	0.0	0.0	0.120961757	0.0	0.158775172	0.0	0.0	0.849447091	0.0	0.0	0.0	0.0	0.0	0.236111713	0.102254801	0.249306564	0.0	1.808060118	1.362873899	0.0	0.0	0.0	0.075815093	0.319129446	0.0	0.556006627	0.238340949	0.745809818	0.0	0.080506587	0.453575348	0.079109744	0.074096359	0.0	0.156581546	0.485597714	1.055952596	0.966416188	0.0	0.423228701	0.0	0.0	0.0	0.366483085	0.394556139	0.48733684	0.349880593	0.0	0.0	0.300451594	0.411779608	0.225561651	0.328373573	0.278142144	0.0	0.240075897	0.0	0.324123485	0.261873773	0.0	0.285948855	0.298115215	0.878563018	0.13107129	0.629873739	0.089598579	0.235964192	0.215802175	0.27877159	1.107914856	0.0	0.632020012	0.444541282	0.237886322	1.100385607	1.399052176	0.0	0.446436149	0.0	0.266492762	0.0	1.175054569	0.1328051	0.517819301	0.0	7.468308822	0.362566966	0.90393231	0.736039071
sample-044	0.0	1.001560777	0.0	7.320240557	1.087884211	1.713146193	0.0	0.695767363	1.051339936	2.294102574	1.048005371	2.846067024	2.710512999	0.0	0.885262982	2.350634737	0.650629091	1.098625077	2.648408835	0.0	1.107708043	1.998932987	0.307131317	0.0	0.907282703	0.690069732	0.0	0.762824123	0.942863215	2.916821112	0.0	0.0	1.844916357	1.000402819	0.226641829	4.426735693	0.228371144	0.71516994	4.860525242	4.544104273	1.075452475	2.739235804	1.222249442	0.0	0.942934673	2.429532441	0.836044014	0.748013462	1.24681647	0.0	0.556302521	0.76646859	3.937005582	1.015881369	0.52773862	2.084551725	1.13899938	1.150011115	0.850840885	0.420750682	5.195550606	0.566492578	0.733175802	0.761189537	0.0	0.570903683	0.0	1.538609561	1.487519088	0.0	0.677384953	0.86451044	0.159362795	1.158085578	0.458193903	0.32528495	2.556006711	0.421736372	2.043605505	2.775490538	0.6939118	0.25719331	1.136832789	2.592230252	0.473215934	0.977544454	0.115246788	1.260753255	0.0	4.275915672	0.0	2.550418932	0.81996867	0.933563688	0.222307304	0.312604762	1.395475892	1.621685772	3.124188624
sample-045	0.330356258	0.0	2.366721624	0.0	0.0	0.0	0.0	1.323222055	0.0	0.03160084	0.26567984	0.0	0.301671859	0.703283065	0.0	0.673205008	0.136947399	0.370688288	0.411497836	0.0	3.506088702	0.0	0.662795754	4.933204377	0.073627749	0.48359813	0.0	3.917729389	0.0	0.040032591	0.0	0.0	0.022823092	0.233685031	0.0	0.497617081	0.358790957	2.035846885	0.0	0.0	0.927086508	0.238680064	0.530889079	0.829583408	0.440611837	0.46325711	5.557599429	0.235983256	0.422630218	0.532598498	0.120720018	0.0	0.0	0.838272536	0.611071086	1.001650643	0.415086649	0.0	0.400656738	0.0	0.487510036	0.538986998	0.572199878	1.125176098	0.0	0.731383201	0.814020135	1.084991546	0.554512316	0.0	0.907027472	0.541074197	1.686512921	0.0	23.79354514	0.0	0.157968416	0.325183955	0.251749001	1.361183512	0.0	0.97549281	1.245902228	0.0	27.45865913	2.304622045	0.0	1.223340803	0.287823906	0.0	0.0	2.091017987	0.108710432	1.322548224	0.0	1.00201526	0.390753051	0.0	0.535383128
sample-046	0.0	3.789853347	1.653174512	3.821812935	3.764796602	0.440208899	0.0	0.767613915	0.0	3.497940585	0.0	2.96116924	0.0	0.0	8.34408705	3.486370281	13.04589105	0.0	0.806880699	0.0	0.544943977	0.512421031	2.184517749	0.0	1.149064068	0.563740095	0.267873157	1.258064355	0.0	0.402228244	0.0	0.0	1.704676433	0.381699555	0.0	1.315665561	1.543717572	0.69447248	0.459609496	1.311737491	0.365016885	0.808288093	0.653241348	1.640505459	2.365429249	1.325130287	0.0	0.0	0.054864611	1.355845027	1.853383763	1.414503151	1.401386757	3.29147103	1.842102257	2.222135995	1.036293601	0.0	1.407439896	2.727046009	1.18533228	4.95189269	3.616870113	5.399393719	0.0	1.316247576	5.366688541	3.527448758	3.697392896	9.039076618	4.523838775	2.672210086	0.227583457	1.824940419	0.036576929	0.796807354	1.409901789	0.347720295	2.120142564	1.44059907	2.410613896	0.0	0.188363293	2.094846868	0.404540267	0.690380583	2.284887983	1.276411741	0.0	1.212840068	1.549395566	1.520041712	0.550295431	1.285377179	0.0	0.290561289	1.254397808	0.657874641	0.774162272
sample-047	0.0	0.870673066	0.351308837	0.173295564	0.368815675	0.786558076	0.0	0.32053491	0.523685561	1.46866881	0.181708294	0.74445406	0.681284322	1.163182106	1.379949828	0.844001766	0.51534845	0.0	0.826537597	0.0	0.991664506	1.229193496	0.255695744	0.0	0.364752692	0.608738341	0.078313969	0.219246792	0.0	0.9103452	0.0	0.0	0.930301282	0.688175497	0.464522982	1.069281329	0.54059	0.922930043	0.0	0.664023606	0.437038685	3.241356368	0.366003916	0.0	0.584493731	0.97989283	0.635530031	0.0	0.031393	0.455285651	0.234806808	0.584073594	0.555695678	0.372712885	0.321928697	1.716878854	0.558104163	0.0	0.661560866	0.393697286	1.609146256	0.340502025	0.639093975	0.486547573	0.0	0.401891744	0.497179838	0.578535587	0.439988516	0.710617603	0.380314729	0.326236888	0.132563774	1.402939524	0.342220662	0.204176553	0.374498593	0.257531527	0.832090007	0.919839036	0.405659753	0.217078049	0.711100425	1.255970021	1.065178248	0.392795485	0.152439559	0.222312556	0.0	0.625413044	0.84843462	0.798802331	0.194989766	0.301065751	0.395125038	0.507085467	0.576290618	0.169036009	0.0
sample-048	0.0	4.101751773	1.25334069	0.0	1.394118627	3.039482138	2.422848272	0.732179229	5.86857197	0.0	0.0	0.0	1.313370312	1.087657066	0.0	0.448780426	0.330179234	0.0	1.05693575	1.164597422	0.961368814	0.0	2.938027857	0.733769579	4.673941038	1.111619179	0.0	0.564958473	0.0	0.364091498	0.0	0.0	0.830510096	1.876458285	0.0	2.169626572	2.002086159	3.094566547	1.115876362	0.287347432	1.956085929	2.486554226	5.331131748	1.900931254	2.165396562	1.720907257	9.767442293	0.0	0.665248988	3.606941451	0.978315119	2.014223988	1.397629939	4.528693377	3.118091567	0.857607887	1.915170361	0.0	0.86679846	3.090781023	1.244565644	4.0646421	2.286194286	3.067545748	0.0	2.141224975	1.716241609	2.567184941	2.089260842	5.202434535	3.7033947	2.989843226	1.461578623	1.061823659	1.076010113	0.987770298	0.9950375	0.0	1.774072247	1.501493562	4.292385587	1.71520028	0.511329027	0.0	1.112539204	2.343603789	0.158187764	1.288103239	0.0	1.003387455	1.088138525	2.014319923	0.645079506	5.613128207	0.0	1.493339099	4.054499088	23.12791419	16.55230779
sample-049	0.0	3.251023219	0.0	0.483903237	0.0	0.636277824	0.0	0.588831714	1.12273878	0.010843765	0.0	0.0	1.902182737	0.0	0.0	1.744585211	0.338815842	1.13365084	0.056008467	1.365716819	0.0	0.125244683	1.639922643	2.190855987	0.188663437	1.124436899	0.0	0.41001593	5.227598773	0.0	0.0	0.0	0.563139356	0.47351347	0.0	1.402723339	2.025215591	0.41084115	0.0	0.60475016	2.718641229	0.689245092	0.934926092	1.574985045	1.453052321	0.808774614	1.6536571	2.989705268	1.270951376	0.685661751	0.440130027	1.303829873	1.565890518	2.353186453	1.11688073	1.335640586	1.341229274	1.425725272	1.00559084	1.717806745	0.554199923	2.407171717	1.087633218	2.690297242	0.0	0.96298911	1.633448199	2.232910517	2.160323997	1.520989169	2.024802654	1.850637814	0.367615158	1.032576888	0.486522766	0.596083138	2.839259833	0.647774135	1.402490879	0.825184317	1.771486262	1.23546732	1.195690763	0.95043066	0.462137219	0.0	0.065107575	0.299151267	0.0	1.378460847	0.0	0.816747991	0.28498765	2.079343812	0.0	0.383762084	2.164785122	1.636709096	2.265861218
sample-050	0.842588055	1.460570441	1.763282626	0.0	0.0	0.0	0.0	0.479950217	0.4999836	0.101974413	0.0	0.0	0.74933387	1.255542207	0.678473015	1.507359084	0.742341397	1.315567559	4.39826431	0.537448546	0.566901986	0.0	0.860716831	0.50428518	0.926079239	0.657790766	0.793147457	1.331926638	7.334033757	0.2664343	0.0	0.69584676	0.19047384	1.161877294	0.313635512	0.813548022	0.398540888	0.740517488	0.309162288	0.74736822	1.152347365	0.216038234	3.362615535	0.696818217	0.056762244	0.984330874	2.171368768	5.480405673	1.243138721	0.898619483	0.640690233	0.0	0.763489294	1.423594532	0.807883136	0.958859262	0.457439077	1.440991613	1.595910734	1.163254197	0.62979831	1.54294955	1.01501171	2.028512798	0.0	1.293433655	0.0	1.664632921	1.411831266	0.871511427	1.569787578	1.433823797	0.98457618	0.458507072	1.093004441	0.136414926	1.360286129	0.0	0.468027452	1.008187902	0.588281603	1.854514406	1.883246521	0.0	0.507357692	0.876428052	0.0	0.625534328	0.267885401	0.734364342	0.0	1.042303603	0.0	1.055514737	0.0	0.607893124	1.475796584	1.73649098	1.346317591
