SCFA	Formic_acid_BHA	Lac	Acetic_acid_BHA	3-Hydroxybutyric_acid_BHA	Propionic_acid_BHA	Isobutyric_acid_BHA	Butyric_acid_BHA	Malate_2BHA	2-Methylbutyric_acid_BHA	Succinate_2BHA	Isovaleric_acid_BHA	Valeric_acid_BHA	Fumarate_2BHA	4-Methylvaleric_acid_BHA	Isocitrate_3BHA	Hexanoic_acid_BHA	Citrate	Aceton_BHA	Heptanoic_acid_BHA	Acetoacetate_2BHA	Aconitate_3BHA	Pyruvate_2BHA	2-Oxoglutarate_3BHA	2-Ketoisovaleric_acid_2BHA	3-Methyl-2-oxopentanoic_acid_BHA	Malondialdehyd_2BHA	4-Methyl-2-oxopentanoic_acid_BHA
sample-018	0.907406895	1.480559498	0.714522392	0.755965542	0.735309537	0.658157044	0.840937734	0.231880053	0.617943052	0.248320604	0.749397361	0.62222452	0.178881508	23.96938045	0.323640084	0.087069207	0.11054554	0.767638333	0.00268479	0.982620846	0.400292328	0.360786674	0.276930279	0.156293518	0.168466238	0.729759156	0.157405363
sample-019	0.661241511	0.467126922	1.031073178	0.852045568	1.022856524	2.004690848	1.024558186	1.352205674	2.228595476	0.278219626	2.234153396	1.385891382	0.892966244	0.630729599	1.555639809	0.872651789	1.569122772	1.411793479	1.213736628	2.104005054	0.587113759	1.113749836	1.598791833	2.321862149	1.857873856	1.766626338	2.252615064
sample-020	1.373363168	0.873585168	1.760182588	0.206985955	1.554981658	0.957068894	1.643150347	1.036753173	0.848370926	0.275380255	0.821248431	1.274759853	0.617508809	1.763029643	1.025306194	0.091368671	0.448025841	2.899740863	0.026298018	0.466591998	0.672233252	1.034632824	0.84636535	0.282076386	0.280615653	2.720824636	0.283895018
sample-021	0.581516857	0.521784205	0.717407194	0.418022307	0.828488424	1.212980957	0.781142515	0.188799855	1.452861127	0.218901575	1.526938538	0.965901736	0.167692623	8.720799974	0.38873759	0.08111321	0.206938063	1.091146007	0.019608459	2.026902068	0.428634755	0.888987396	1.118778816	0.883390584	0.482607828	0.671184285	0.313058551
sample-022	0.497621013	1.357389302	0.522469742	0.042263549	0.650657731	0.826357481	0.498442784	0.270694274	0.85221573	0.314661829	0.76151451	0.599926299	0.243690388	0.52501019	0.849926556	0.04921652	0.135534595	0.770371353	0.015274286	0.034135444	0.384383672	0.725944285	0.606809699	0.988945381	1.190030139	0.769255512	0.73503851
sample-023	1.1008535	1.454976316	1.048135451	0.115213276	1.154812371	1.323661247	1.016528756	0.817169236	1.427976287	1.146161021	1.391798141	1.59418539	1.248129688	0.695472289	0.276104028	1.320456263	0.039613732	1.238879522	2.433304721	0.07887022	0.432069342	1.108946561	1.152466569	2.945615001	1.899287481	0.622731822	1.113403858
sample-024	0.513785117	0.295503252	0.578618681	0.202437581	0.472247398	0.781090616	0.609617615	0.548239328	0.85807961	0.198766494	0.94105815	0.598224004	0.50050563	5.9148972	0.139654006	1.017907155	0.034634411	1.153112426	1.61638515	0.504280189	0.86630509	0.653291341	0.348356931	0.377229464	0.229249758	0.570331842	0.151250878
sample-025	0.375244343	2.821079494	0.30271681	0.149723794	0.292275087	0.548007735	0.325213872	0.056151984	0.613354718	0.061360945	0.774645199	0.321317151	0.047238307	0.312010194	1.175373335	0.081306363	1.886756165	0.52163004	0.055728126	0.20351109	0.899026993	0.763492451	0.507983503	0.92260171	0.640924333	0.499077702	0.601452239
sample-026	0.3301326	0.239402205	0.48845345	0.261517956	0.476620213	0.669855348	0.490756053	0.553676539	0.773450673	0.143146759	0.796483939	0.644492764	0.34453259	0.692322265	0.177162628	0.963284766	0.109236601	0.951435926	1.58738463	0.547811776	0.644139784	0.46051721	0.924047442	1.595264023	0.798760932	0.74467178	0.76031508
sample-027	1.302238165	0.674072614	1.242924918	0.562492588	1.324661223	1.337400453	1.60011687	3.960507851	0.880888696	0.359183836	1.134576648	1.674948708	2.03796779	1.059601629	2.861556518	1.736920723	0.610036386	1.158368872	1.27132648	0.469109769	0.22856384	0.625786734	0.31770282	0.342151289	0.225167779	0.781374759	0.12982985
sample-028	0.838594525	1.243079179	0.954529882	0.132621228	1.152254666	1.607196409	0.939576844	1.117482026	1.69847458	0.490646787	1.741689307	1.357362335	0.561025257	0.921514514	0.344752313	0.950561404	0.166056605	1.028287525	1.257143301	0.192457667	0.489967301	1.397801311	1.234856445	2.751677754	1.987515664	0.25593819	1.200105674
sample-029	5.655080242	3.96944652	5.601604772	0.77270024	5.682574235	3.432330767	5.198257803	0.793045287	2.974726885	6.526364659	1.936669744	5.428353618	2.000246218	3.38986062	6.166920193	0.329007519	2.081788054	6.342705415	0.071297424	0.984068952	0.806960784	3.345642405	1.922236893	17.87257467	1.406252598	6.397099974	1.226931629
sample-030	0.595373379	0.927948926	0.42253913	0.218376536	0.425497174	0.51054196	0.254334158	0.4562816	0.506805691	0.410018534	0.466973026	0.347250314	0.499149618	0.27535927	0.521960571	0.032544632	0.959200285	0.590378599	0.056328494	1.863430383	0.302248017	1.755107757	1.343115088	4.976795694	3.421173021	0.699062363	2.297324087
sample-031	1.445504086	1.175367148	2.662164647	1.987816802	2.88474677	2.180571103	2.881273231	5.502622394	1.844471873	6.200264317	1.148504171	3.066591226	2.28993555	1.799773793	1.113311068	4.991292257	0.729095338	1.817655901	4.669371952	4.320437349	0.743792897	1.257318458	0.529484317	0.038146437	0.277535115	1.488090549	0.240867196
sample-032	0.947904129	0.510072744	0.592055952	0.489324358	0.422666089	0.863901582	0.367453735	0.110330109	0.862248167	0.20825106	1.013076637	0.574566761	0.294820958	0.720449424	0.444401048	0.492110603	0.542198243	2.558079858	0.624341623	0.837441113	1.418356388	1.053213659	2.325627726	0.566097005	0.947555462	0.856624964	1.033543326
sample-033	0.435014747	0.153194525	0.258968904	0.072784403	0.185918842	0.472290529	0.258096457	0.072181461	0.53489806	0.032441252	0.661063647	0.277320923	0.085139771	0.218132053	0.049348091	0.149658649	0.113986395	0.777782883	0.181016067	0.081059921	0.700448876	0.256139205	0.105700329	0.037026664	0.213936063	0.370417776	0.189878202
sample-034	0.992410043	0.704043706	1.640143983	0.148179087	1.675114044	1.659399852	1.596839258	1.720933097	1.328079762	0.639426019	1.572217265	1.949785985	1.513948863	1.322142167	0.573010502	2.137948931	0.242695865	1.819145993	1.971935391	0.127240965	1.080455882	1.18100681	0.559003035	0.488900575	0.313437529	0.916104103	0.322573611
sample-035	0.544844077	2.425205431	0.812430695	0.092207606	0.919459805	1.23717773	0.931842337	0.277647011	1.403631158	0.358930048	1.50713632	1.140699967	0.267821316	0.491172248	0.069848846	0.944674098	0.160861282	0.696706628	1.002372872	0.116018391	0.289449062	0.316654229	0.131484105	0.294000027	0.144813788	0.599890976	0.104306995
sample-036	1.951177205	2.809020314	0.648623572	0.427665059	0.629876716	0.845900503	0.61337685	0.805311318	0.88574007	0.718774143	0.784855304	0.600984042	0.72254246	7.516665531	0.132670069	0.057631197	0.099453578	0.990227118	0.064419528	0.741867285	0.652066019	1.100333348	1.857535822	5.685364678	4.201719991	0.751037791	2.986248434
sample-037	1.222341444	1.383008427	0.985214967	0.793068784	0.945014087	1.579541442	1.104819749	0.676358913	1.87924861	0.485974892	1.942272525	1.306359633	0.542886375	1.233604063	0.448972376	2.062268184	0.353226638	4.102281979	2.309295643	1.204143651	1.081096815	1.108695304	0.542662488	0.28558986	0.389847303	1.304005111	0.396100417
sample-038	0.910024458	0.156643303	0.585685325	0.35281046	0.579810794	1.167898282	0.551228545	0.930785197	1.344208209	0.193924545	1.38782737	0.841121592	0.947364407	0.750234075	0.591450484	0.995106682	1.163357697	1.519780618	1.648521774	0.821110467	0.714136711	0.946706942	1.240323099	0.735374609	1.067621404	1.035021533	0.981169344
sample-039	45.8942893	72.83931229	1.766599554	0.356093548	1.826559108	0.890949283	1.973700407	1.289147544	0.650580972	3.415923133	0.606610177	1.0677588	0.727816941	38.90194591	0.148150186	0.056539966	0.495451298	1.450330008	0.008500683	0.075378991	0.359973814	0.717179175	0.317687221	0.507583762	0.386908117	1.325334612	0.47169235
sample-040	3.820239592	1.128315149	2.295045864	7.659839356	5.487724881	3.474254395	1.721677399	7.567669357	3.235602296	18.1993986	1.694212545	1.940352874	6.348635854	2.661684378	3.175411405	0.073107355	0.705963468	5.287893549	0.036861417	0.613908755	1.600393535	3.990366803	2.035681181	2.806983353	5.537842823	3.859407616	5.99684475
sample-041	2.18990883	4.810820716	1.417114973	1.281616551	1.61897118	2.318504814	1.446787857	1.755061754	2.577563156	1.503176541	2.532716125	1.935984092	2.741001713	1.134851105	2.420593962	2.291336116	0.727038143	1.526527169	2.609551568	1.126738023	0.818578734	1.844544509	0.811528732	1.831911103	1.947383847	2.460134399	1.489694412
sample-042	2.789212784	2.490315032	4.144744423	3.965047846	5.374093968	1.994888039	3.45254491	5.357383101	1.08614447	9.592230696	0.995666622	2.413170919	2.930620398	3.054850229	2.018636637	0.398072628	1.569839018	3.489988264	0.030050871	0.973806549	1.771406903	1.74173668	0.850373276	0.77366446	0.975041388	4.884396	0.982054139
sample-043	0.668232454	0.395559828	0.325693776	0.144618361	0.402100768	0.573650506	0.346714368	0.249430328	0.612640719	0.143231106	0.682091596	0.473153306	0.180079622	0.630696212	4.862897529	0.525345841	0.160089725	0.619965074	0.942127996	0.13205065	0.711677277	0.417395293	0.162200425	0.120634827	0.142594403	0.689041728	0.148536665
sample-044	2.218468848	9.493102341	3.160353534	2.734688773	1.879309092	0.972915151	2.998004334	1.843385739	0.566962653	1.502439408	0.62902785	1.377176812	0.69490882	2.808695893	2.628691989	3.883900558	4.683691629	4.784125812	1.007292389	1.907835274	0.321431855	2.056040692	4.287409661	1.570441743	1.989447003	1.853222501	1.927864714
sample-045	0.898569322	0.619438448	0.677720949	0.444706739	0.542794329	1.45323069	0.736552262	0.07503076	1.772493708	0.038662354	2.115675254	1.158426725	0.089326449	0.738082538	0.632027329	0.34974527	0.525234597	1.119624237	0.372728777	1.131217332	1.23837988	0.802363711	0.11490263	0.141031266	0.179074435	1.617334272	0.151302695
sample-046	1.681575843	1.641448613	1.630751952	1.084500592	2.20484377	1.751149469	1.501330737	0.540320564	1.029864699	1.053051349	1.919259858	0.387258074	0.706427393	2.096222236	0.993485175	0.018185596	0.647514751	2.251099157	0.012121542	0.211905858	0.303284914	1.389387591	0.373614326	1.132134897	1.359865094	1.053012545	1.253609916
sample-047	0.805759648	1.513551827	0.828656681	0.437382508	0.582778024	0.374763617	0.971228984	0.720966188	0.25652416	0.201274168	0.286365118	0.491028437	1.20432096	0.864219902	1.369366756	0.031443946	0.901148788	0.944787496	0.00596638	0.392525915	0.126384996	0.856026244	0.877078116	0.361960822	0.405394954	0.966303044	0.514021788
sample-048	1.215642724	1.653926076	0.88577697	1.26651791	0.763841923	0.885974398	0.794646412	0.863319783	0.912974179	0.408353037	0.925274854	0.618097484	0.888453205	1.18466442	2.127722857	0.035648794	4.862153683	1.04174832	0.02149447	0.852797021	0.501986446	1.204633142	1.564563213	1.898523029	2.803748064	1.915293834	3.433278446
sample-049	0.828438705	0.447730112	0.853221083	1.934430449	0.7553597	1.017528771	0.695277591	0.621407357	1.092144695	0.143234757	1.094480116	1.041253325	0.566957235	1.058442507	0.357491992	1.672471295	0.592909542	1.569166887	2.547571437	0.406037558	0.76829941	0.574247217	0.99479651	0.819250958	1.527003362	0.505691779	1.623341017
sample-050	0.560126077	0.373573067	0.709640882	0.567465257	0.685960164	0.983754552	1.052877633	0.601151473	1.125473196	0.044221021	1.205393332	1.121379386	0.406294957	0.693647465	0.608393663	3.331311856	1.206086028	0.882178493	2.9658574	0.786468367	0.28214413	0.416230108	0.143300546	0.242173884	0.433146867	0.512895206	0.513032272
sample-052	0.816322956	2.413519353	0.554167952	0.23056886	0.415955651	0.943752503	0.396146906	0.116026852	0.983478629	0.207775179	1.049327603	0.545604504	0.185982424	0.621494488	0.547277797	0.337468013	1.808712899	1.168836157	0.483561728	0.152639454	0.65300485	1.598091514	0.657379306	1.419890661	2.320612582	1.013816168	2.661237062
sample-053	1.238861283	3.428638908	1.59404043	0.389992214	1.978338715	1.348603788	1.368487821	1.592473526	1.040796402	0.590237718	1.411535721	1.721032664	2.073887527	2.257038685	0.544169697	0.068994424	0.316856767	1.739169863	0.032626205	0.296134826	1.059029722	1.46997197	0.889284005	1.254598504	1.90602545	0.46968791	1.578630595
sample-054	0.759734914	0.794935183	0.881200555	0.884485761	0.75078671	0.825614823	1.080281411	0.387721281	0.78922077	0.035210554	0.794161067	0.935986805	0.353739786	0.565480931	1.950382906	2.363303468	2.906313528	1.624781713	1.57725918	1.506718991	1.100141334	0.521952573	0.838365327	0.157187336	0.127134765	0.718708174	0.101225805
